,Parcel ID,Address,date,price,yr_blt,sf,full_address,unique_ID,price_sf,sale_year,year,month,year-month
11656,044A01077000,198 HOLLY SPRING CT,2020-03-05,138000.0,1979,1364,"198 HOLLY SPRING CT Henry County, GA",044A01077000-3/5/2020-138000.0,101.17302052785924,2020,2020,3,2020-3
11657,053D01013000,100 CROSSING DR,2020-03-05,214900.0,1995,2244,"100 CROSSING DR Henry County, GA",053D01013000-3/5/2020-214900.0,95.76648841354724,2020,2020,3,2020-3
11658,108-01003000,692 RACETRACK RD,2020-03-05,239000.0,1977,1914,"692 RACETRACK RD Henry County, GA",108-01003000-3/5/2020-239000.0,124.86938349007315,2020,2020,3,2020-3
11660,135E01084000,1006 CROWN RIVER PKWY,2020-03-05,224900.0,1998,2181,"1006 CROWN RIVER PKWY Henry County, GA",135E01084000-3/5/2020-224900.0,103.11783585511233,2020,2020,3,2020-3
11661,110B01115000,7005 VAN BUREN CT,2020-03-05,215000.0,2004,2602,"7005 VAN BUREN CT Henry County, GA",110B01115000-3/5/2020-215000.0,82.62874711760185,2020,2020,3,2020-3
11662,035K01010000,136 LUKE CV,2020-03-05,280000.0,2007,2902,"136 LUKE CV Henry County, GA",035K01010000-3/5/2020-280000.0,96.48518263266713,2020,2020,3,2020-3
11663,155B01033000,512 LIVERPOOL DR,2020-03-05,292000.0,2017,2969,"512 LIVERPOOL DR Henry County, GA",155B01033000-3/5/2020-292000.0,98.3496126641967,2020,2020,3,2020-3
11664,170A01025000,1728 NEW HOPE RD,2020-03-04,167000.0,1995,1486,"1728 NEW HOPE RD Henry County, GA",170A01025000-3/4/2020-167000.0,112.38223418573351,2020,2020,3,2020-3
11665,028G01039000,1708 GALLUP DR,2020-03-04,288700.0,2018,2588,"1708 GALLUP DR Henry County, GA",028G01039000-3/4/2020-288700.0,111.55332302936631,2020,2020,3,2020-3
11666,122C01009000,132 LOTUS CIR,2020-03-04,351600.0,2019,3845,"132 LOTUS CIR Henry County, GA",122C01009000-3/4/2020-351600.0,91.44343302990897,2020,2020,3,2020-3
11667,099A01007000,215 MELS WAY,2020-03-03,212000.0,2001,2486,"215 MELS WAY Henry County, GA",099A01007000-3/3/2020-212000.0,85.27755430410298,2020,2020,3,2020-3
11668,123F01147000,1332 COCHRAN XING,2020-03-03,244900.0,2007,3774,"1332 COCHRAN XING Henry County, GA",123F01147000-3/3/2020-244900.0,64.89136195018548,2020,2020,3,2020-3
11669,053G01044000,801 NEVIS WAY,2020-03-03,267000.0,2016,2622,"801 NEVIS WAY Henry County, GA",053G01044000-3/3/2020-267000.0,101.83066361556064,2020,2020,3,2020-3
11670,138B01021000,405 SASSAFRAS CIR,2020-03-03,405000.0,2019,4113,"405 SASSAFRAS CIR Henry County, GA",138B01021000-3/3/2020-405000.0,98.46827133479212,2020,2020,3,2020-3
11671,185A01038000,485 CORRAL PASS,2020-03-03,178000.0,2001,1723,"485 CORRAL PASS Henry County, GA",185A01038000-3/3/2020-178000.0,103.30818340104469,2020,2020,3,2020-3
11672,064B03012000,237 FARMBROOK PKWY,2020-03-03,170000.0,1987,1846,"237 FARMBROOK PKWY Henry County, GA",064B03012000-3/3/2020-170000.0,92.09100758396534,2020,2020,3,2020-3
11673,122C01052000,165 LOTUS CIR,2020-03-03,315900.0,2019,3725,"165 LOTUS CIR Henry County, GA",122C01052000-3/3/2020-315900.0,84.80536912751678,2020,2020,3,2020-3
11674,092I01073000,105 ESCALADE DR,2020-03-02,276500.0,2017,3143,"105 ESCALADE DR Henry County, GA",092I01073000-3/2/2020-276500.0,87.97327394209354,2020,2020,3,2020-3
11675,093C01022000,263 LONG DR,2020-03-02,215000.0,2005,2633,"263 LONG DR Henry County, GA",093C01022000-3/2/2020-215000.0,81.65590581086214,2020,2020,3,2020-3
11676,084-01014000,35 HICKORY LAKE TRL,2020-03-02,382000.0,1992,3544,"35 HICKORY LAKE TRL Henry County, GA",084-01014000-3/2/2020-382000.0,107.78781038374717,2020,2020,3,2020-3
11677,130J01019000,136 AL-JENNAH BLVD,2020-03-02,235900.0,2019,2157,"136 AL-JENNAH BLVD Henry County, GA",130J01019000-3/2/2020-235900.0,109.36485859990728,2020,2020,3,2020-3
11679,052C02006000,58 OVERLOOK HEIGHTS WAY,2020-11-06,268000.0,1991,2297,"58 OVERLOOK HEIGHTS WAY Henry County, GA",052C02006000-11/6/2020-268000.0,116.67392250761863,2020,2020,11,2020-11
11680,L07-03002000,184 GROVE RD,2020-11-19,269900.0,1968,2636,"184 GROVE RD Henry County, GA",L07-03002000-11/19/2020-269900.0,102.38998482549317,2020,2020,11,2020-11
11682,M20A01009000,116 BRYAN ST,2020-11-05,369900.0,2004,3901,"116 BRYAN ST Henry County, GA",M20A01009000-11/5/2020-369900.0,94.82184055370418,2020,2020,11,2020-11
11683,092C01151000,326 FALLVIEW DR,2020-11-20,168000.0,1997,1293,"326 FALLVIEW DR Henry County, GA",092C01151000-11/20/2020-168000.0,129.93039443155453,2020,2020,11,2020-11
11685,S28A01120000,217 MISTY RIDGE TRL,2020-11-17,153000.0,1999,1133,"217 MISTY RIDGE TRL Henry County, GA",S28A01120000-11/17/2020-153000.0,135.0397175639894,2020,2020,11,2020-11
11686,100B01025000,150 KELLEY WAY,2020-11-17,260000.0,1993,1820,"150 KELLEY WAY Henry County, GA",100B01025000-11/17/2020-260000.0,142.85714285714286,2020,2020,11,2020-11
11687,088B01064000,1143 STRATH CLYDE WAY,2020-11-23,194500.0,2000,1592,"1143 STRATH CLYDE WAY Henry County, GA",088B01064000-11/23/2020-194500.0,122.17336683417085,2020,2020,11,2020-11
11688,175C01009000,133 SEA SHORE CIR,2020-11-18,268400.0,2014,2245,"133 SEA SHORE CIR Henry County, GA",175C01009000-11/18/2020-268400.0,119.55456570155901,2020,2020,11,2020-11
11689,S16A01065000,131 OAK CIR S,2020-11-20,93500.0,1996,1061,"131 OAK CIR S Henry County, GA",S16A01065000-11/20/2020-93500.0,88.124410933082,2020,2020,11,2020-11
11690,023-01041000,192 OLD GRIFFIN RD,2020-11-16,130900.0,1982,1195,"192 OLD GRIFFIN RD Henry County, GA",023-01041000-11/16/2020-130900.0,109.5397489539749,2020,2020,11,2020-11
11692,162A01002000,940 BURG RD,2020-11-18,239000.0,2001,2116,"940 BURG RD Henry County, GA",162A01002000-11/18/2020-239000.0,112.94896030245746,2020,2020,11,2020-11
11696,032F01025000,146 WATERCRESS CT,2020-11-19,107000.0,2000,1258,"146 WATERCRESS CT Henry County, GA",032F01025000-11/19/2020-107000.0,85.05564387917329,2020,2020,11,2020-11
11697,125A01013000,130 ROYAL WAY,2020-11-20,218000.0,1997,1670,"130 ROYAL WAY Henry County, GA",125A01013000-11/20/2020-218000.0,130.53892215568862,2020,2020,11,2020-11
11699,110B01171000,3030 LINCOLN LOG WAY,2020-11-02,245000.0,2006,2778,"3030 LINCOLN LOG WAY Henry County, GA",110B01171000-11/2/2020-245000.0,88.19294456443484,2020,2020,11,2020-11
11701,080C02020000,1704 HINGHAM CIR,2020-11-06,338000.0,2006,3283,"1704 HINGHAM CIR Henry County, GA",080C02020000-11/6/2020-338000.0,102.95461468169357,2020,2020,11,2020-11
11702,090A01124000,500 DEER VIEW CT,2020-11-13,247500.0,1992,2247,"500 DEER VIEW CT Henry County, GA",090A01124000-11/13/2020-247500.0,110.14686248331108,2020,2020,11,2020-11
11704,135G01020000,515 JENNA TRL,2020-11-24,525000.0,2003,3795,"515 JENNA TRL Henry County, GA",135G01020000-11/24/2020-525000.0,138.3399209486166,2020,2020,11,2020-11
11707,S16A01049000,206 OAK CIR N,2020-11-16,128900.0,1990,1414,"206 OAK CIR N Henry County, GA",S16A01049000-11/16/2020-128900.0,91.15983026874116,2020,2020,11,2020-11
11709,046H01052000,330 YOUNG JAMES CIR,2020-11-02,375000.0,2002,2728,"330 YOUNG JAMES CIR Henry County, GA",046H01052000-11/2/2020-375000.0,137.4633431085044,2020,2020,11,2020-11
11710,143C02174000,1016 EZEKIEL WAY,2020-11-16,240000.0,2013,2337,"1016 EZEKIEL WAY Henry County, GA",143C02174000-11/16/2020-240000.0,102.69576379974326,2020,2020,11,2020-11
11711,080-01002001,280 NUTT DR,2020-11-30,199900.0,1993,1395,"280 NUTT DR Henry County, GA",080-01002001-11/30/2020-199900.0,143.29749103942652,2020,2020,11,2020-11
11712,091F01020000,362 WATERFRONT DR,2020-11-11,235000.0,1998,2766,"362 WATERFRONT DR Henry County, GA",091F01020000-11/11/2020-235000.0,84.96023138105568,2020,2020,11,2020-11
11713,074B01151000,205 ASHTON CT,2020-11-20,180000.0,1996,1731,"205 ASHTON CT Henry County, GA",074B01151000-11/20/2020-180000.0,103.98613518197574,2020,2020,11,2020-11
11714,062A01054000,154 KINGSWOOD DR,2020-11-03,262500.0,1992,3098,"154 KINGSWOOD DR Henry County, GA",062A01054000-11/3/2020-262500.0,84.73208521626856,2020,2020,11,2020-11
11716,031N01079000,2109 PALATINE PL,2020-11-09,230000.0,2003,2474,"2109 PALATINE PL Henry County, GA",031N01079000-11/9/2020-230000.0,92.96685529506871,2020,2020,11,2020-11
11718,011A01010000,1202 PALISADES LN,2020-11-19,117000.0,1974,2136,"1202 PALISADES LN Henry County, GA",011A01010000-11/19/2020-117000.0,54.7752808988764,2020,2020,11,2020-11
11719,135A01008000,218 MANDY CT,2020-11-09,182000.0,1995,1248,"218 MANDY CT Henry County, GA",135A01008000-11/9/2020-182000.0,145.83333333333334,2020,2020,11,2020-11
11720,S32-02008000,112 OAKLAND BLVD,2020-11-06,110000.0,1990,1296,"112 OAKLAND BLVD Henry County, GA",S32-02008000-11/6/2020-110000.0,84.87654320987654,2020,2020,11,2020-11
11721,174C01026000,355 MARY DR,2020-11-19,265000.0,2011,2783,"355 MARY DR Henry County, GA",174C01026000-11/19/2020-265000.0,95.22098454904778,2020,2020,11,2020-11
11722,M07-03028000,116 TRACY LN,2020-11-20,265000.0,1993,2202,"116 TRACY LN Henry County, GA",M07-03028000-11/20/2020-265000.0,120.34514078110809,2020,2020,11,2020-11
11723,030C01032000,4071 ANGELS DR,2020-11-02,177400.0,2003,1910,"4071 ANGELS DR Henry County, GA",030C01032000-11/2/2020-177400.0,92.87958115183245,2020,2020,11,2020-11
11724,040-01017000,1066 HAMPTON LOCUST GROVE RD,2020-11-18,377000.0,1850,3484,"1066 HAMPTON LOCUST GROVE RD Henry County, GA",040-01017000-11/18/2020-377000.0,108.2089552238806,2020,2020,11,2020-11
11727,102A01002000,1676 MILLERS MILL RD,2020-11-30,423500.0,1993,3989,"1676 MILLERS MILL RD Henry County, GA",102A01002000-11/30/2020-423500.0,106.16695913762848,2020,2020,11,2020-11
11728,033A01046000,25 WOODLAND TRCE,2020-11-13,152000.0,1985,1293,"25 WOODLAND TRCE Henry County, GA",033A01046000-11/13/2020-152000.0,117.55607115235885,2020,2020,11,2020-11
11729,168A01078000,513 JUDITH CT,2020-11-06,200000.0,2001,1783,"513 JUDITH CT Henry County, GA",168A01078000-11/6/2020-200000.0,112.17049915872126,2020,2020,11,2020-11
11730,077B01069000,377 LOSSIE LN,2020-11-30,201000.0,2017,1992,"377 LOSSIE LN Henry County, GA",077B01069000-11/30/2020-201000.0,100.90361445783132,2020,2020,11,2020-11
11731,090C02053000,129 TYRE DR,2020-11-24,210000.0,2009,2496,"129 TYRE DR Henry County, GA",090C02053000-11/24/2020-210000.0,84.13461538461539,2020,2020,11,2020-11
11732,008A01279000,2082 BOATSWAIN DR,2020-11-13,187900.0,2003,1331,"2082 BOATSWAIN DR Henry County, GA",008A01279000-11/13/2020-187900.0,141.17205108940647,2020,2020,11,2020-11
11733,053E01051000,325 PLANTATION BLVD,2020-11-10,200000.0,1996,1696,"325 PLANTATION BLVD Henry County, GA",053E01051000-11/10/2020-200000.0,117.9245283018868,2020,2020,11,2020-11
11734,168A01059000,305 DYLAN WAY,2020-11-18,218000.0,2002,1939,"305 DYLAN WAY Henry County, GA",168A01059000-11/18/2020-218000.0,112.42908715832904,2020,2020,11,2020-11
11744,167A01107000,1307 DURHAM TER,2020-11-12,215000.0,2000,3242,"1307 DURHAM TER Henry County, GA",167A01107000-11/12/2020-215000.0,66.3170882171499,2020,2020,11,2020-11
11745,104A01027000,555 JANA LN,2020-11-25,201300.0,1990,1476,"555 JANA LN Henry County, GA",104A01027000-11/25/2020-201300.0,136.3821138211382,2020,2020,11,2020-11
11747,112A01062000,6008 LINDA WAY,2020-11-19,362900.0,2017,2950,"6008 LINDA WAY Henry County, GA",112A01062000-11/19/2020-362900.0,123.01694915254237,2020,2020,11,2020-11
11748,070E01025000,256 MCKINLEY LOOP,2020-11-30,202500.0,2000,2307,"256 MCKINLEY LOOP Henry County, GA",070E01025000-11/30/2020-202500.0,87.77633289986996,2020,2020,11,2020-11
11749,007A01013000,255 EAST JAMES CIR,2020-11-20,65000.0,1997,1480,"255 EAST JAMES CIR Henry County, GA",007A01013000-11/20/2020-65000.0,43.91891891891892,2020,2020,11,2020-11
11750,090A01216000,149 BROOKHAVEN LN,2020-11-19,199900.0,1998,1596,"149 BROOKHAVEN LN Henry County, GA",090A01216000-11/19/2020-199900.0,125.25062656641605,2020,2020,11,2020-11
11751,045C01008000,29 LAKEVIEW LN,2020-11-16,205000.0,1988,1426,"29 LAKEVIEW LN Henry County, GA",045C01008000-11/16/2020-205000.0,143.7587657784011,2020,2020,11,2020-11
11752,084B01016000,632 MCKENZIE CIR,2020-11-16,250000.0,1993,2640,"632 MCKENZIE CIR Henry County, GA",084B01016000-11/16/2020-250000.0,94.6969696969697,2020,2020,11,2020-11
11753,067A01023000,160 BROOKWOOD ESTATES TRL,2020-11-23,155000.0,1989,1760,"160 BROOKWOOD ESTATES TRL Henry County, GA",067A01023000-11/23/2020-155000.0,88.06818181818181,2020,2020,11,2020-11
11754,129F01083000,205 ADELINE LN,2020-11-06,220000.0,2016,2331,"205 ADELINE LN Henry County, GA",129F01083000-11/6/2020-220000.0,94.38009438009438,2020,2020,11,2020-11
11755,095A01074000,148 STONEY BROOK WAY,2020-11-16,209000.0,1999,1983,"148 STONEY BROOK WAY Henry County, GA",095A01074000-11/16/2020-209000.0,105.3958648512355,2020,2020,11,2020-11
11756,014B01015000,9240 CHESTNUT LAKE DR,2020-11-10,150500.0,1978,2042,"9240 CHESTNUT LAKE DR Henry County, GA",014B01015000-11/10/2020-150500.0,73.7022526934378,2020,2020,11,2020-11
11757,020E01146000,987 BRISLEY CIR,2020-11-06,180000.0,2004,1916,"987 BRISLEY CIR Henry County, GA",020E01146000-11/6/2020-180000.0,93.94572025052192,2020,2020,11,2020-11
11759,074D01111000,1312 WORCESTER TRL,2020-11-13,247500.0,2016,2440,"1312 WORCESTER TRL Henry County, GA",074D01111000-11/13/2020-247500.0,101.43442622950819,2020,2020,11,2020-11
11760,029A01110000,452 GROVE HILL DR,2020-11-13,194000.0,1997,1616,"452 GROVE HILL DR Henry County, GA",029A01110000-11/13/2020-194000.0,120.04950495049505,2020,2020,11,2020-11
11761,S19A01007000,525 MCCAIN CREEK TRL,2020-11-02,240000.0,2006,3180,"525 MCCAIN CREEK TRL Henry County, GA",S19A01007000-11/2/2020-240000.0,75.47169811320755,2020,2020,11,2020-11
11762,077A01081000,250 HUNTERS CHASE,2020-11-30,195000.0,2002,1776,"250 HUNTERS CHASE Henry County, GA",077A01081000-11/30/2020-195000.0,109.79729729729729,2020,2020,11,2020-11
11763,130C01033000,1023 SAINT AUGUSTINE PKWY,2020-11-30,175000.0,2003,1940,"1023 SAINT AUGUSTINE PKWY Henry County, GA",130C01033000-11/30/2020-175000.0,90.20618556701031,2020,2020,11,2020-11
11764,058B01162000,713 BREANNA DR,2020-11-30,223900.0,2004,2598,"713 BREANNA DR Henry County, GA",058B01162000-11/30/2020-223900.0,86.18167821401077,2020,2020,11,2020-11
11765,084A03022000,355 GOLDEN ACRES DR,2020-11-17,244000.0,1995,1850,"355 GOLDEN ACRES DR Henry County, GA",084A03022000-11/17/2020-244000.0,131.8918918918919,2020,2020,11,2020-11
11766,031M01016000,1106 BREAKWATER TRL,2020-11-23,230000.0,2003,2612,"1106 BREAKWATER TRL Henry County, GA",031M01016000-11/23/2020-230000.0,88.05513016845329,2020,2020,11,2020-11
11767,072C04059000,270 OAKFOREST DR,2020-11-25,210000.0,1993,1978,"270 OAKFOREST DR Henry County, GA",072C04059000-11/25/2020-210000.0,106.16784630940344,2020,2020,11,2020-11
11768,159B01093000,604 LONGSTREET LN,2020-11-09,206000.0,2001,2169,"604 LONGSTREET LN Henry County, GA",159B01093000-11/9/2020-206000.0,94.97464269248502,2020,2020,11,2020-11
11769,S11-03021000,120 CLUB CIR,2020-11-23,167700.0,1975,1734,"120 CLUB CIR Henry County, GA",S11-03021000-11/23/2020-167700.0,96.71280276816609,2020,2020,11,2020-11
11770,078C01134000,604 BAROQUE TER,2020-11-23,219400.0,2006,1926,"604 BAROQUE TER Henry County, GA",078C01134000-11/23/2020-219400.0,113.91484942886812,2020,2020,11,2020-11
11771,160-01051004,100 CLEVELAND RD,2020-11-13,375000.0,1945,3440,"100 CLEVELAND RD Henry County, GA",160-01051004-11/13/2020-375000.0,109.01162790697674,2020,2020,11,2020-11
11772,092C01108000,202 COLDSPRINGS CT,2020-11-30,156700.0,1998,1232,"202 COLDSPRINGS CT Henry County, GA",092C01108000-11/30/2020-156700.0,127.19155844155844,2020,2020,11,2020-11
11773,S05-04015000,107 JULIE LN,2020-11-25,138000.0,1987,1154,"107 JULIE LN Henry County, GA",S05-04015000-11/25/2020-138000.0,119.5840554592721,2020,2020,11,2020-11
11774,144B01047000,200 LAFAYETTE ST,2020-11-25,195100.0,1996,1739,"200 LAFAYETTE ST Henry County, GA",144B01047000-11/25/2020-195100.0,112.19091431857389,2020,2020,11,2020-11
11775,035B01040000,248 THORNE WOOD LN,2020-11-17,240000.0,1996,1787,"248 THORNE WOOD LN Henry County, GA",035B01040000-11/17/2020-240000.0,134.30330162283155,2020,2020,11,2020-11
11776,053G01078000,585 CAMANO WAY,2020-11-30,277000.0,2014,2914,"585 CAMANO WAY Henry County, GA",053G01078000-11/30/2020-277000.0,95.05833905284832,2020,2020,11,2020-11
11777,016A02001000,150 SHORELINE WAY,2020-11-17,290500.0,1997,2827,"150 SHORELINE WAY Henry County, GA",016A02001000-11/17/2020-290500.0,102.75910859568447,2020,2020,11,2020-11
11778,060A01049000,726 DEREK PL,2020-11-16,197000.0,2000,1742,"726 DEREK PL Henry County, GA",060A01049000-11/16/2020-197000.0,113.08840413318025,2020,2020,11,2020-11
11779,035F01055000,4113 BARRETT PL,2020-11-05,345000.0,2007,3248,"4113 BARRETT PL Henry County, GA",035F01055000-11/5/2020-345000.0,106.2192118226601,2020,2020,11,2020-11
11780,032F01122000,303 GOLDENROD DR,2020-11-30,117000.0,2000,1440,"303 GOLDENROD DR Henry County, GA",032F01122000-11/30/2020-117000.0,81.25,2020,2020,11,2020-11
11781,035C01362000,713 PENINSULA OVERLOOK,2020-11-30,452000.0,2013,4614,"713 PENINSULA OVERLOOK Henry County, GA",035C01362000-11/30/2020-452000.0,97.96272214997833,2020,2020,11,2020-11
11782,057D01055000,1657 BENNETT DR,2020-11-30,275000.0,2002,2600,"1657 BENNETT DR Henry County, GA",057D01055000-11/30/2020-275000.0,105.76923076923077,2020,2020,11,2020-11
11784,071J01140000,148 SOUTHGATE BLVD,2020-11-30,435000.0,2002,3506,"148 SOUTHGATE BLVD Henry County, GA",071J01140000-11/30/2020-435000.0,124.07301768397033,2020,2020,11,2020-11
11785,080A02007000,708 JONQUIL CT,2020-11-30,227000.0,2006,2180,"708 JONQUIL CT Henry County, GA",080A02007000-11/30/2020-227000.0,104.12844036697248,2020,2020,11,2020-11
11786,084B01002000,400 MCKENZIE AVE,2020-11-30,255000.0,1993,3114,"400 MCKENZIE AVE Henry County, GA",084B01002000-11/30/2020-255000.0,81.88824662813101,2020,2020,11,2020-11
11787,092G01003000,108 MADELINE CT,2020-11-30,117000.0,2003,1496,"108 MADELINE CT Henry County, GA",092G01003000-11/30/2020-117000.0,78.20855614973262,2020,2020,11,2020-11
11793,062C01009000,115 WOODCHUCK CT,2020-11-30,210000.0,1986,2288,"115 WOODCHUCK CT Henry County, GA",062C01009000-11/30/2020-210000.0,91.78321678321679,2020,2020,11,2020-11
11794,077B01021000,185 LOSSIE LN,2020-11-23,131000.0,2004,1398,"185 LOSSIE LN Henry County, GA",077B01021000-11/23/2020-131000.0,93.70529327610873,2020,2020,11,2020-11
11796,105H01056000,1708 BIRKSHIRE RDG,2020-11-30,259500.0,2007,2934,"1708 BIRKSHIRE RDG Henry County, GA",105H01056000-11/30/2020-259500.0,88.44580777096114,2020,2020,11,2020-11
11798,071I01156000,368 WINTHROP LN,2020-11-30,219000.0,2003,2878,"368 WINTHROP LN Henry County, GA",071I01156000-11/30/2020-219000.0,76.09451007644198,2020,2020,11,2020-11
11799,080B01105000,809 BRAMPTON WAY,2020-11-30,235500.0,2003,3021,"809 BRAMPTON WAY Henry County, GA",080B01105000-11/30/2020-235500.0,77.95431976166832,2020,2020,11,2020-11
11800,087-02010008,100 WOLF CREEK DR,2020-11-30,250000.0,1993,2020,"100 WOLF CREEK DR Henry County, GA",087-02010008-11/30/2020-250000.0,123.76237623762377,2020,2020,11,2020-11
11801,M21A01021000,138 DEAN CIR,2020-11-30,213000.0,2014,1511,"138 DEAN CIR Henry County, GA",M21A01021000-11/30/2020-213000.0,140.96624751819988,2020,2020,11,2020-11
11803,102B01015000,45 BOXWOOD CT,2020-11-30,175000.0,1992,1440,"45 BOXWOOD CT Henry County, GA",102B01015000-11/30/2020-175000.0,121.52777777777777,2020,2020,11,2020-11
11804,135C01026000,136 ALEXANDER DR,2020-11-30,300000.0,1998,2217,"136 ALEXANDER DR Henry County, GA",135C01026000-11/30/2020-300000.0,135.31799729364005,2020,2020,11,2020-11
11806,053D01052000,146 CROSSING DR,2020-11-30,250000.0,1996,2304,"146 CROSSING DR Henry County, GA",053D01052000-11/30/2020-250000.0,108.50694444444444,2020,2020,11,2020-11
11808,096B01043000,8051 ABINGTON DR,2020-11-30,229900.0,2003,2201,"8051 ABINGTON DR Henry County, GA",096B01043000-11/30/2020-229900.0,104.4525215810995,2020,2020,11,2020-11
11810,M07A01088000,401 FALLING LEAF CT,2020-11-30,167000.0,1999,1216,"401 FALLING LEAF CT Henry County, GA",M07A01088000-11/30/2020-167000.0,137.33552631578948,2020,2020,11,2020-11
11811,019C01038000,228 GARDEN WALK W,2020-11-30,259500.0,1998,2262,"228 GARDEN WALK W Henry County, GA",019C01038000-11/30/2020-259500.0,114.72148541114058,2020,2020,11,2020-11
11812,030A01095000,950 SIDELINE CT,2020-11-30,182000.0,1990,1646,"950 SIDELINE CT Henry County, GA",030A01095000-11/30/2020-182000.0,110.57108140947751,2020,2020,11,2020-11
11814,028G01231000,1609 GALLUP DR,2020-11-30,235000.0,2005,2944,"1609 GALLUP DR Henry County, GA",028G01231000-11/30/2020-235000.0,79.82336956521739,2020,2020,11,2020-11
11816,089D01174000,7165 HAVENRIDGE WAY,2020-11-30,370000.0,2001,2541,"7165 HAVENRIDGE WAY Henry County, GA",089D01174000-11/30/2020-370000.0,145.61196379378197,2020,2020,11,2020-11
11818,091E01075000,745 STELLAS POINTE,2020-11-30,225000.0,1996,2590,"745 STELLAS POINTE Henry County, GA",091E01075000-11/30/2020-225000.0,86.87258687258688,2020,2020,11,2020-11
11820,122-02001150,1592 MCGARITY RD,2020-11-30,193000.0,1984,1527,"1592 MCGARITY RD Henry County, GA",122-02001150-11/30/2020-193000.0,126.39161755075311,2020,2020,11,2020-11
11821,123G01011000,382 MEETING ST,2020-11-30,244000.0,2006,2209,"382 MEETING ST Henry County, GA",123G01011000-11/30/2020-244000.0,110.4572204617474,2020,2020,11,2020-11
11822,L07-01003000,37 SIMS ST,2020-11-30,270000.0,2019,1885,"37 SIMS ST Henry County, GA",L07-01003000-11/30/2020-270000.0,143.23607427055703,2020,2020,11,2020-11
11823,066B02083000,85 CHIMNEY RISE CT,2020-11-30,147000.0,1980,1320,"85 CHIMNEY RISE CT Henry County, GA",066B02083000-11/30/2020-147000.0,111.36363636363636,2020,2020,11,2020-11
11824,066G01109000,180 EDISON DR,2020-11-27,202000.0,2004,2356,"180 EDISON DR Henry County, GA",066G01109000-11/27/2020-202000.0,85.73853989813243,2020,2020,11,2020-11
11826,027A01044000,145 STOKES DR,2020-11-25,140000.0,1985,1692,"145 STOKES DR Henry County, GA",027A01044000-11/25/2020-140000.0,82.74231678486997,2020,2020,11,2020-11
11827,074D01865000,3613 MOON CREST DR,2020-11-25,255000.0,2019,2484,"3613 MOON CREST DR Henry County, GA",074D01865000-11/25/2020-255000.0,102.65700483091787,2020,2020,11,2020-11
11828,089H01045000,6320 DALEWOOD DR,2020-11-25,485000.0,2004,3755,"6320 DALEWOOD DR Henry County, GA",089H01045000-11/25/2020-485000.0,129.16111850865514,2020,2020,11,2020-11
11829,139F01010000,1310 UPCHURCH RD,2020-11-25,331000.0,1999,2412,"1310 UPCHURCH RD Henry County, GA",139F01010000-11/25/2020-331000.0,137.23051409618574,2020,2020,11,2020-11
11830,S28A01200000,171 MISTY RIDGE TRL,2020-11-25,144000.0,1999,1147,"171 MISTY RIDGE TRL Henry County, GA",S28A01200000-11/25/2020-144000.0,125.54489973844812,2020,2020,11,2020-11
11831,052A01023000,219 SAINT ANDREWS CT,2020-11-25,695000.0,1993,4919,"219 SAINT ANDREWS CT Henry County, GA",052A01023000-11/25/2020-695000.0,141.2888798536288,2020,2020,11,2020-11
11832,075-01048000,100 NAIL DR,2020-11-25,270000.0,1986,2030,"100 NAIL DR Henry County, GA",075-01048000-11/25/2020-270000.0,133.00492610837438,2020,2020,11,2020-11
11833,005A01161000,435 LIMERICK WAY,2020-11-25,185000.0,2003,2185,"435 LIMERICK WAY Henry County, GA",005A01161000-11/25/2020-185000.0,84.66819221967964,2020,2020,11,2020-11
11834,105F01165000,313 DAYTONA DR,2020-11-25,222300.0,2005,3307,"313 DAYTONA DR Henry County, GA",105F01165000-11/25/2020-222300.0,67.22104626549744,2020,2020,11,2020-11
11840,078C01144000,545 WYNTUCK DR,2020-11-25,172000.0,2002,1714,"545 WYNTUCK DR Henry County, GA",078C01144000-11/25/2020-172000.0,100.35005834305717,2020,2020,11,2020-11
11843,026C01028000,227 CLARKDELL DR,2020-11-24,207000.0,1987,2147,"227 CLARKDELL DR Henry County, GA",026C01028000-11/24/2020-207000.0,96.41360037261295,2020,2020,11,2020-11
11844,071D01196000,1143 CHATEAU TER,2020-11-24,217000.0,1999,2055,"1143 CHATEAU TER Henry County, GA",071D01196000-11/24/2020-217000.0,105.59610705596107,2020,2020,11,2020-11
11846,093D01102000,1089 MCCONAUGHY CT,2020-11-24,186000.0,2008,1704,"1089 MCCONAUGHY CT Henry County, GA",093D01102000-11/24/2020-186000.0,109.15492957746478,2020,2020,11,2020-11
11847,106-01025001,359 HIGHWAY 155 N,2020-11-24,549900.0,1988,4255,"359 HIGHWAY 155 N Henry County, GA",106-01025001-11/24/2020-549900.0,129.23619271445358,2020,2020,11,2020-11
11849,123C01020000,143 HIGHLAND PARK DR,2020-11-24,389000.0,1999,2774,"143 HIGHLAND PARK DR Henry County, GA",123C01020000-11/24/2020-389000.0,140.2307137707282,2020,2020,11,2020-11
11850,167A01103000,1101 FARLEY WAY,2020-11-24,257000.0,2000,3504,"1101 FARLEY WAY Henry County, GA",167A01103000-11/24/2020-257000.0,73.34474885844749,2020,2020,11,2020-11
11852,045F01001000,101 CENTENNIAL DR,2020-11-24,325000.0,1998,3801,"101 CENTENNIAL DR Henry County, GA",045F01001000-11/24/2020-325000.0,85.50381478558275,2020,2020,11,2020-11
