,Parcel ID,Address,date,price,yr_blt,sf,full_address,unique_ID,price_sf,sale_year,year,month,year-month
11,134E01023000,1416 SHINGLE WAY,2021-07-22,320000.0,1999,2059,"1416 SHINGLE WAY Henry County, GA",134E01023000-7/22/2021-320000.0,155.41525012141815,2021,2021,7,2021-7
13,093B01131000,1215 LABONTE PKWY,2021-07-29,125000.0,2004,1375,"1215 LABONTE PKWY Henry County, GA",093B01131000-7/29/2021-125000.0,90.9090909090909,2021,2021,7,2021-7
14,030A01040000,247 NORTH BRIDGE DR,2021-07-16,212000.0,1987,1464,"247 NORTH BRIDGE DR Henry County, GA",030A01040000-7/16/2021-212000.0,144.8087431693989,2021,2021,7,2021-7
15,146E01012000,236 ROBERTS TRL,2021-07-19,208000.0,1998,1332,"236 ROBERTS TRL Henry County, GA",146E01012000-7/19/2021-208000.0,156.15615615615616,2021,2021,7,2021-7
18,080H01001000,7004 BLUE SKY DR,2021-07-08,368000.0,2019,3618,"7004 BLUE SKY DR Henry County, GA",080H01001000-7/8/2021-368000.0,101.71365395245992,2021,2021,7,2021-7
20,144E01036000,169 CARAWAY RD,2021-07-13,406700.0,2014,2701,"169 CARAWAY RD Henry County, GA",144E01036000-7/13/2021-406700.0,150.57386153276565,2021,2021,7,2021-7
26,156-01003038,375 ANTIOCH RD,2021-07-30,275000.0,1998,1535,"375 ANTIOCH RD Henry County, GA",156-01003038-7/30/2021-275000.0,179.1530944625407,2021,2021,7,2021-7
27,143D02061000,69 KIMBELL FARM DR,2021-07-07,281000.0,2006,2131,"69 KIMBELL FARM DR Henry County, GA",143D02061000-7/7/2021-281000.0,131.86297512904738,2021,2021,7,2021-7
28,135D01033000,1205 COOPER RDG,2021-07-01,500000.0,2003,2945,"1205 COOPER RDG Henry County, GA",135D01033000-7/1/2021-500000.0,169.7792869269949,2021,2021,7,2021-7
33,050C01036000,174 GARDEN WALK,2021-07-16,250000.0,1997,1221,"174 GARDEN WALK Henry County, GA",050C01036000-7/16/2021-250000.0,204.75020475020474,2021,2021,7,2021-7
51,052C04027000,195 PINE BRANCH DR,2021-07-07,257500.0,1991,1746,"195 PINE BRANCH DR Henry County, GA",052C04027000-7/7/2021-257500.0,147.47995418098512,2021,2021,7,2021-7
52,087A01094000,190 SUMMERTOWN DR,2021-07-23,200100.0,1985,1632,"190 SUMMERTOWN DR Henry County, GA",087A01094000-7/23/2021-200100.0,122.61029411764706,2021,2021,7,2021-7
53,134A01087000,378 RIVER POINT DR,2021-07-08,255000.0,1997,1873,"378 RIVER POINT DR Henry County, GA",134A01087000-7/8/2021-255000.0,136.1452215696743,2021,2021,7,2021-7
54,056B01039000,495 NORTH OAKLAND CIR,2021-07-13,275000.0,1994,2181,"495 NORTH OAKLAND CIR Henry County, GA",056B01039000-7/13/2021-275000.0,126.08895002292526,2021,2021,7,2021-7
55,074C01057000,360 ORLEANS BLVD,2021-07-23,275100.0,2002,1596,"360 ORLEANS BLVD Henry County, GA",074C01057000-7/23/2021-275100.0,172.3684210526316,2021,2021,7,2021-7
56,134A01086000,380 RIVER POINT DR,2021-07-06,269500.0,1997,2097,"380 RIVER POINT DR Henry County, GA",134A01086000-7/6/2021-269500.0,128.5169289461135,2021,2021,7,2021-7
57,159B01003000,104 OLD STONEWALL DR,2021-07-02,228000.0,1998,1489,"104 OLD STONEWALL DR Henry County, GA",159B01003000-7/2/2021-228000.0,153.12290127602418,2021,2021,7,2021-7
60,070E01160000,732 MESA RD,2021-07-19,287500.0,2005,2795,"732 MESA RD Henry County, GA",070E01160000-7/19/2021-287500.0,102.86225402504472,2021,2021,7,2021-7
65,145A01010000,309 MAPLE WOOD DR,2021-07-16,270000.0,1994,1319,"309 MAPLE WOOD DR Henry County, GA",145A01010000-7/16/2021-270000.0,204.70053070507961,2021,2021,7,2021-7
70,139-02045002,2110 MCGARITY RD,2021-07-15,350000.0,2001,2267,"2110 MCGARITY RD Henry County, GA",139-02045002-7/15/2021-350000.0,154.38906043228937,2021,2021,7,2021-7
71,139E04047000,250 MCGARITY DR,2021-07-07,410000.0,1996,2708,"250 MCGARITY DR Henry County, GA",139E04047000-7/7/2021-410000.0,151.4032496307238,2021,2021,7,2021-7
72,077B01109000,192 LOSSIE LN,2021-07-22,196000.0,2005,1395,"192 LOSSIE LN Henry County, GA",077B01109000-7/22/2021-196000.0,140.50179211469535,2021,2021,7,2021-7
90,086A01011000,125 BENT ARROW DR,2021-07-30,325000.0,1986,1978,"125 BENT ARROW DR Henry County, GA",086A01011000-7/30/2021-325000.0,164.30738119312437,2021,2021,7,2021-7
91,S20A01190000,162 GLYNN ADDY DR,2021-07-13,214000.0,1999,1218,"162 GLYNN ADDY DR Henry County, GA",S20A01190000-7/13/2021-214000.0,175.69786535303777,2021,2021,7,2021-7
93,057C01151000,1042 MARIA DR,2021-07-20,298500.0,2000,2385,"1042 MARIA DR Henry County, GA",057C01151000-7/20/2021-298500.0,125.15723270440252,2021,2021,7,2021-7
94,026A03072000,130 DERBY COUNTRY DR,2021-07-09,135000.0,1986,1273,"130 DERBY COUNTRY DR Henry County, GA",026A03072000-7/9/2021-135000.0,106.04870384917518,2021,2021,7,2021-7
98,109A01215000,564 JONEUS DR,2021-07-12,260000.0,2013,1719,"564 JONEUS DR Henry County, GA",109A01215000-7/12/2021-260000.0,151.25072716695755,2021,2021,7,2021-7
103,071I01071000,1060 MAPLE LEAF DR,2021-07-09,250000.0,2004,2168,"1060 MAPLE LEAF DR Henry County, GA",071I01071000-7/9/2021-250000.0,115.31365313653137,2021,2021,7,2021-7
106,146E01053000,145 WATERS EDGE DR,2021-07-02,214000.0,1997,1351,"145 WATERS EDGE DR Henry County, GA",146E01053000-7/2/2021-214000.0,158.40118430792006,2021,2021,7,2021-7
107,008D01189000,1021 BLUECOAT CIR,2021-07-22,255000.0,2006,1942,"1021 BLUECOAT CIR Henry County, GA",008D01189000-7/22/2021-255000.0,131.307929969104,2021,2021,7,2021-7
108,031D01038000,122 ARBOR COVE WAY,2021-07-30,300000.0,1996,2017,"122 ARBOR COVE WAY Henry County, GA",031D01038000-7/30/2021-300000.0,148.7357461576599,2021,2021,7,2021-7
110,031A02114000,275 EAGLE WAY,2021-07-21,243000.0,1995,1579,"275 EAGLE WAY Henry County, GA",031A02114000-7/21/2021-243000.0,153.8948701709943,2021,2021,7,2021-7
112,058B01217000,345 KALEB CT,2021-07-26,270000.0,2003,2696,"345 KALEB CT Henry County, GA",058B01217000-7/26/2021-270000.0,100.14836795252225,2021,2021,7,2021-7
113,008D01093000,868 BETSY ROSS TRL,2021-07-23,240000.0,2006,2062,"868 BETSY ROSS TRL Henry County, GA",008D01093000-7/23/2021-240000.0,116.39185257032008,2021,2021,7,2021-7
114,028G01166000,1697 GALLUP DR,2021-07-20,265000.0,2007,2629,"1697 GALLUP DR Henry County, GA",028G01166000-7/20/2021-265000.0,100.79878280715101,2021,2021,7,2021-7
116,S20A01143000,147 GLYNN ADDY DR,2021-07-27,177000.0,1999,1220,"147 GLYNN ADDY DR Henry County, GA",S20A01143000-7/27/2021-177000.0,145.08196721311475,2021,2021,7,2021-7
117,050C01004000,106 GARDEN WALK,2021-07-09,246000.0,1998,1524,"106 GARDEN WALK Henry County, GA",050C01004000-7/9/2021-246000.0,161.41732283464566,2021,2021,7,2021-7
118,091C01095000,520 BENTLEY WAY,2021-07-30,238000.0,1997,1446,"520 BENTLEY WAY Henry County, GA",091C01095000-7/30/2021-238000.0,164.59197786998618,2021,2021,7,2021-7
120,105H02072000,127 WHITE MOUNTAIN PASS,2021-07-28,216000.0,2020,1652,"127 WHITE MOUNTAIN PASS Henry County, GA",105H02072000-7/28/2021-216000.0,130.75060532687652,2021,2021,7,2021-7
123,146D01010000,137 UNITY CV,2021-07-13,230000.0,2001,1723,"137 UNITY CV Henry County, GA",146D01010000-7/13/2021-230000.0,133.4881021474173,2021,2021,7,2021-7
124,S05-05010000,178 ADRIAN DR,2021-07-09,195100.0,1986,1484,"178 ADRIAN DR Henry County, GA",S05-05010000-7/9/2021-195100.0,131.4690026954178,2021,2021,7,2021-7
127,123E01038000,290 AIRLINE RD,2021-07-21,256000.0,2000,1794,"290 AIRLINE RD Henry County, GA",123E01038000-7/21/2021-256000.0,142.6978818283166,2021,2021,7,2021-7
128,177D01055000,233 CECIL WAY,2021-07-23,350000.0,2017,2658,"233 CECIL WAY Henry County, GA",177D01055000-7/23/2021-350000.0,131.67795334838223,2021,2021,7,2021-7
129,073E01037000,308 TRAIL SPRING CT,2021-07-06,282000.0,2002,1826,"308 TRAIL SPRING CT Henry County, GA",073E01037000-7/6/2021-282000.0,154.43592552026286,2021,2021,7,2021-7
130,031J01055000,811 CHELSEA WOOD CT,2021-07-27,300000.0,2001,1915,"811 CHELSEA WOOD CT Henry County, GA",031J01055000-7/27/2021-300000.0,156.6579634464752,2021,2021,7,2021-7
131,H06B01060000,1900 ELM PARK DR,2021-07-13,210000.0,2002,1400,"1900 ELM PARK DR Henry County, GA",H06B01060000-7/13/2021-210000.0,150.0,2021,2021,7,2021-7
132,008A01264000,1904 BOATSWAIN DR,2021-07-30,199000.0,2002,1344,"1904 BOATSWAIN DR Henry County, GA",008A01264000-7/30/2021-199000.0,148.0654761904762,2021,2021,7,2021-7
133,092F01117000,349 CORAL CIR,2021-07-19,200000.0,2001,1440,"349 CORAL CIR Henry County, GA",092F01117000-7/19/2021-200000.0,138.88888888888889,2021,2021,7,2021-7
134,071I01262000,1282 WINWOOD DR,2021-07-15,247000.0,2005,1684,"1282 WINWOOD DR Henry County, GA",071I01262000-7/15/2021-247000.0,146.6745843230404,2021,2021,7,2021-7
135,072A01100000,203 SUMMERFIELD LN,2021-07-07,255000.0,2013,1316,"203 SUMMERFIELD LN Henry County, GA",072A01100000-7/7/2021-255000.0,193.76899696048633,2021,2021,7,2021-7
136,143C01058000,365 WILD TURKEY LN,2021-07-20,278000.0,2001,1777,"365 WILD TURKEY LN Henry County, GA",143C01058000-7/20/2021-278000.0,156.44344400675294,2021,2021,7,2021-7
138,110B01120000,3025 LINCOLN LOG WAY,2021-07-20,292600.0,2003,2102,"3025 LINCOLN LOG WAY Henry County, GA",110B01120000-7/20/2021-292600.0,139.20076117982873,2021,2021,7,2021-7
139,013A01013000,615 EDGECOMBE,2021-07-15,341200.0,1988,2119,"615 EDGECOMBE Henry County, GA",013A01013000-7/15/2021-341200.0,161.01934874941009,2021,2021,7,2021-7
140,105D01033000,229 ENGLISH OAKS LN,2021-07-06,449100.0,2004,2751,"229 ENGLISH OAKS LN Henry County, GA",105D01033000-7/6/2021-449100.0,163.24972737186476,2021,2021,7,2021-7
144,073D01031000,1040 AMBER GATE DR,2021-07-09,239900.0,2003,1895,"1040 AMBER GATE DR Henry County, GA",073D01031000-7/9/2021-239900.0,126.59630606860158,2021,2021,7,2021-7
145,053C01050000,107 POND DR,2021-07-12,264900.0,1989,1661,"107 POND DR Henry County, GA",053C01050000-7/12/2021-264900.0,159.48223961468995,2021,2021,7,2021-7
146,148F01020000,215 GRAYDON CT,2021-07-30,279900.0,2018,1782,"215 GRAYDON CT Henry County, GA",148F01020000-7/30/2021-279900.0,157.07070707070707,2021,2021,7,2021-7
148,008D01128000,156 REVOLUTIONARY DR,2021-07-19,239000.0,2003,1561,"156 REVOLUTIONARY DR Henry County, GA",008D01128000-7/19/2021-239000.0,153.10698270339526,2021,2021,7,2021-7
151,128C01027000,1104 ABUNDANCE DR,2021-07-16,255000.0,2007,1940,"1104 ABUNDANCE DR Henry County, GA",128C01027000-7/16/2021-255000.0,131.44329896907217,2021,2021,7,2021-7
152,M18-06011000,241 BURKE CIR,2021-07-27,215000.0,1962,1496,"241 BURKE CIR Henry County, GA",M18-06011000-7/27/2021-215000.0,143.71657754010695,2021,2021,7,2021-7
153,058B01192000,505 NICOLAS PL,2021-07-20,279000.0,2003,2268,"505 NICOLAS PL Henry County, GA",058B01192000-7/20/2021-279000.0,123.01587301587301,2021,2021,7,2021-7
154,057D01080000,831 WHITE DOVE DR,2021-07-21,248000.0,2002,2746,"831 WHITE DOVE DR Henry County, GA",057D01080000-7/21/2021-248000.0,90.31318281136198,2021,2021,7,2021-7
155,021D01052000,410 BRIDGEMILL LN,2021-07-22,400000.0,2006,3113,"410 BRIDGEMILL LN Henry County, GA",021D01052000-7/22/2021-400000.0,128.493414712496,2021,2021,7,2021-7
156,053A01028000,250 HELEN LN,2021-07-26,198000.0,1989,1430,"250 HELEN LN Henry County, GA",053A01028000-7/26/2021-198000.0,138.46153846153845,2021,2021,7,2021-7
158,089D01003000,1000 LAKE FOREST LN,2021-07-23,413600.0,1993,2695,"1000 LAKE FOREST LN Henry County, GA",089D01003000-7/23/2021-413600.0,153.46938775510205,2021,2021,7,2021-7
159,021D01005000,130 BRIDGEMILL DR,2021-07-30,270000.0,2005,2009,"130 BRIDGEMILL DR Henry County, GA",021D01005000-7/30/2021-270000.0,134.39522150323543,2021,2021,7,2021-7
165,139E04058000,1009 ELAINE CT,2021-07-30,305800.0,1998,2003,"1009 ELAINE CT Henry County, GA",139E04058000-7/30/2021-305800.0,152.6709935097354,2021,2021,7,2021-7
166,074D01008000,625 EMPORIA LOOP,2021-07-29,324100.0,2018,2543,"625 EMPORIA LOOP Henry County, GA",074D01008000-7/29/2021-324100.0,127.44789618560755,2021,2021,7,2021-7
167,082-02025002,99 EAST MAYS RD,2021-07-01,323300.0,1999,2552,"99 EAST MAYS RD Henry County, GA",082-02025002-7/1/2021-323300.0,126.68495297805643,2021,2021,7,2021-7
168,050D01090000,830 LORRAINE LN,2021-07-27,260000.0,1999,2335,"830 LORRAINE LN Henry County, GA",050D01090000-7/27/2021-260000.0,111.3490364025696,2021,2021,7,2021-7
169,071E01085000,128 WINDY CIR,2021-07-28,280000.0,2000,2264,"128 WINDY CIR Henry County, GA",071E01085000-7/28/2021-280000.0,123.67491166077738,2021,2021,7,2021-7
170,007B01075000,698 BURTONS CV,2021-07-06,261000.0,2004,2084,"698 BURTONS CV Henry County, GA",007B01075000-7/6/2021-261000.0,125.23992322456814,2021,2021,7,2021-7
171,020D01196000,1428 BECKETT DR,2021-07-29,300000.0,2020,2067,"1428 BECKETT DR Henry County, GA",020D01196000-7/29/2021-300000.0,145.1378809869376,2021,2021,7,2021-7
172,130B01021000,1035 SAINT AUGUSTINE PKWY,2021-07-19,271000.0,2004,1866,"1035 SAINT AUGUSTINE PKWY Henry County, GA",130B01021000-7/19/2021-271000.0,145.23043944265808,2021,2021,7,2021-7
173,130D01043000,1573 QUEEN ELIZABETH DR,2021-07-19,240000.0,2004,1830,"1573 QUEEN ELIZABETH DR Henry County, GA",130D01043000-7/19/2021-240000.0,131.14754098360655,2021,2021,7,2021-7
174,M06A01147000,4001 IMPERIAL LN,2021-07-01,235000.0,1999,1726,"4001 IMPERIAL LN Henry County, GA",M06A01147000-7/1/2021-235000.0,136.1529548088065,2021,2021,7,2021-7
175,031A02178000,618 DELAY WAY,2021-07-13,230000.0,1997,1998,"618 DELAY WAY Henry County, GA",031A02178000-7/13/2021-230000.0,115.11511511511512,2021,2021,7,2021-7
176,031B01060000,284 DUE WEST DR,2021-07-02,250000.0,1994,1883,"284 DUE WEST DR Henry County, GA",031B01060000-7/2/2021-250000.0,132.7668613913967,2021,2021,7,2021-7
177,057D01127000,1765 BENNETT DR,2021-07-23,300000.0,2003,2357,"1765 BENNETT DR Henry County, GA",057D01127000-7/23/2021-300000.0,127.28044123886296,2021,2021,7,2021-7
178,128B01017000,414 INVECTOR CT,2021-07-06,278700.0,2007,2673,"414 INVECTOR CT Henry County, GA",128B01017000-7/6/2021-278700.0,104.2648709315376,2021,2021,7,2021-7
183,108A01106000,4085 SPRINGVALE WAY,2021-07-01,228000.0,2001,1762,"4085 SPRINGVALE WAY Henry County, GA",108A01106000-7/1/2021-228000.0,129.3984108967083,2021,2021,7,2021-7
184,030C01032000,4071 ANGELS DR,2021-07-29,196800.0,2003,1910,"4071 ANGELS DR Henry County, GA",030C01032000-7/29/2021-196800.0,103.03664921465969,2021,2021,7,2021-7
185,092C01127000,333 FALLVIEW DR,2021-07-29,177600.0,1998,1230,"333 FALLVIEW DR Henry County, GA",092C01127000-7/29/2021-177600.0,144.390243902439,2021,2021,7,2021-7
186,070E01011000,141 SUMMIT VIEW DR,2021-07-29,272700.0,2000,2223,"141 SUMMIT VIEW DR Henry County, GA",070E01011000-7/29/2021-272700.0,122.67206477732793,2021,2021,7,2021-7
190,074D01294000,2573 SHROPSHIRE PL,2021-07-28,315000.0,2017,2468,"2573 SHROPSHIRE PL Henry County, GA",074D01294000-7/28/2021-315000.0,127.63371150729336,2021,2021,7,2021-7
191,090C01081000,104 HAMILTON POINTE DR,2021-07-28,345000.0,2010,2786,"104 HAMILTON POINTE DR Henry County, GA",090C01081000-7/28/2021-345000.0,123.83345297918163,2021,2021,7,2021-7
192,091I01061000,196 RANKIN CIR,2021-07-13,185000.0,2006,1796,"196 RANKIN CIR Henry County, GA",091I01061000-7/13/2021-185000.0,103.00668151447661,2021,2021,7,2021-7
193,076A01211000,1487 EMPRESS DR,2021-07-12,252000.0,2006,1702,"1487 EMPRESS DR Henry County, GA",076A01211000-7/12/2021-252000.0,148.0611045828437,2021,2021,7,2021-7
194,023D01061000,411 PRINCELY CT,2021-07-22,220000.0,2003,1564,"411 PRINCELY CT Henry County, GA",023D01061000-7/22/2021-220000.0,140.66496163682865,2021,2021,7,2021-7
195,078E01018000,169 WHISTLE WAY,2021-07-13,215000.0,2005,1490,"169 WHISTLE WAY Henry County, GA",078E01018000-7/13/2021-215000.0,144.29530201342283,2021,2021,7,2021-7
196,078E01073000,509 DESERT WILLOW CIR,2021-07-23,216000.0,2006,1674,"509 DESERT WILLOW CIR Henry County, GA",078E01073000-7/23/2021-216000.0,129.03225806451613,2021,2021,7,2021-7
197,080B01086000,1217 SHELBOURNE WAY,2021-07-26,359000.0,2006,3221,"1217 SHELBOURNE WAY Henry County, GA",080B01086000-7/26/2021-359000.0,111.45606954361999,2021,2021,7,2021-7
198,080C02011000,1641 PROSPECT PL,2021-07-30,405000.0,2006,3268,"1641 PROSPECT PL Henry County, GA",080C02011000-7/30/2021-405000.0,123.92900856793146,2021,2021,7,2021-7
199,092H01039000,504 EPRIS LN,2021-07-14,160000.0,2004,1433,"504 EPRIS LN Henry County, GA",092H01039000-7/14/2021-160000.0,111.65387299371947,2021,2021,7,2021-7
200,083A01013000,136 BROOKS DR,2021-07-02,420000.0,2004,2659,"136 BROOKS DR Henry County, GA",083A01013000-7/2/2021-420000.0,157.95411808950735,2021,2021,7,2021-7
201,118C01011000,200 RIVERBROOK CT,2021-07-23,370500.0,1996,3077,"200 RIVERBROOK CT Henry County, GA",118C01011000-7/23/2021-370500.0,120.40948976275592,2021,2021,7,2021-7
202,034E01027000,181 STRATFORD CIR,2021-07-16,307900.0,2000,2184,"181 STRATFORD CIR Henry County, GA",034E01027000-7/16/2021-307900.0,140.9798534798535,2021,2021,7,2021-7
203,075C01019000,128 HAVEN RIDGE DR,2021-07-27,350000.0,1997,2764,"128 HAVEN RIDGE DR Henry County, GA",075C01019000-7/27/2021-350000.0,126.62807525325616,2021,2021,7,2021-7
204,118D01032000,100 COOKS WAY,2021-07-15,450000.0,2003,3462,"100 COOKS WAY Henry County, GA",118D01032000-7/15/2021-450000.0,129.98266897746967,2021,2021,7,2021-7
205,S10-02016000,145 MEADOW RIDGE DR,2021-07-30,250000.0,1992,1452,"145 MEADOW RIDGE DR Henry County, GA",S10-02016000-7/30/2021-250000.0,172.1763085399449,2021,2021,7,2021-7
209,098A01198000,1024 LEVISTA DR,2021-07-01,300000.0,2006,2862,"1024 LEVISTA DR Henry County, GA",098A01198000-7/1/2021-300000.0,104.82180293501048,2021,2021,7,2021-7
210,122B01005000,230 WARM SPRINGS TRL,2021-07-08,300000.0,2004,2796,"230 WARM SPRINGS TRL Henry County, GA",122B01005000-7/8/2021-300000.0,107.29613733905579,2021,2021,7,2021-7
212,092F01100000,122 PRITY CT,2021-07-01,170000.0,2000,1274,"122 PRITY CT Henry County, GA",092F01100000-7/1/2021-170000.0,133.43799058084772,2021,2021,7,2021-7
213,078C01274000,464 THE GABLES DR,2021-07-01,265000.0,2006,2212,"464 THE GABLES DR Henry County, GA",078C01274000-7/1/2021-265000.0,119.80108499095842,2021,2021,7,2021-7
215,088C01070000,362 WHITNEY LN,2021-07-06,300000.0,2003,2421,"362 WHITNEY LN Henry County, GA",088C01070000-7/6/2021-300000.0,123.91573729863693,2021,2021,7,2021-7
216,096B01007000,9025 ALDBURY DR,2021-07-01,295000.0,2004,2355,"9025 ALDBURY DR Henry County, GA",096B01007000-7/1/2021-295000.0,125.26539278131635,2021,2021,7,2021-7
217,105F01020000,130 BELLINGTON DR,2021-07-19,300000.0,2003,2935,"130 BELLINGTON DR Henry County, GA",105F01020000-7/19/2021-300000.0,102.21465076660988,2021,2021,7,2021-7
218,030D01071000,116 ADDY LN,2021-07-06,250000.0,2005,1811,"116 ADDY LN Henry County, GA",030D01071000-7/6/2021-250000.0,138.04527885146328,2021,2021,7,2021-7
219,094D02255000,706 GALVESTON WAY,2021-07-12,215000.0,2018,1702,"706 GALVESTON WAY Henry County, GA",094D02255000-7/12/2021-215000.0,126.3219741480611,2021,2021,7,2021-7
220,M06A01202000,7041 REGENCY LN,2021-07-16,235800.0,1999,1903,"7041 REGENCY LN Henry County, GA",M06A01202000-7/16/2021-235800.0,123.90961639516553,2021,2021,7,2021-7
226,078F01013000,180 HAWKEN TRL,2021-07-06,315100.0,2006,3332,"180 HAWKEN TRL Henry County, GA",078F01013000-7/6/2021-315100.0,94.56782713085234,2021,2021,7,2021-7
227,091C01247000,107 WHIDDON DR,2021-07-13,254000.0,1996,1999,"107 WHIDDON DR Henry County, GA",091C01247000-7/13/2021-254000.0,127.06353176588294,2021,2021,7,2021-7
228,091C01098000,2138 KELLINGTON DR,2021-07-13,265000.0,1996,2094,"2138 KELLINGTON DR Henry County, GA",091C01098000-7/13/2021-265000.0,126.55205348615091,2021,2021,7,2021-7
229,128A01053000,406 GRIER DR,2021-07-27,323000.0,2005,3606,"406 GRIER DR Henry County, GA",128A01053000-7/27/2021-323000.0,89.57293399889073,2021,2021,7,2021-7
230,153B01047000,108 WYNNFIELD BLVD,2021-07-23,284000.0,1998,2576,"108 WYNNFIELD BLVD Henry County, GA",153B01047000-7/23/2021-284000.0,110.24844720496894,2021,2021,7,2021-7
231,148A01023000,401 GROVE POINTE CT,2021-07-07,215000.0,1995,1563,"401 GROVE POINTE CT Henry County, GA",148A01023000-7/7/2021-215000.0,137.55598208573255,2021,2021,7,2021-7
232,070D01035000,359 BRANNANS CT,2021-07-01,185000.0,1998,1357,"359 BRANNANS CT Henry County, GA",070D01035000-7/1/2021-185000.0,136.3301400147384,2021,2021,7,2021-7
233,067A01022000,158 BROOKWOOD ESTATES TRL,2021-07-12,215100.0,1989,1710,"158 BROOKWOOD ESTATES TRL Henry County, GA",067A01022000-7/12/2021-215100.0,125.78947368421052,2021,2021,7,2021-7
234,S26-01010000,116 MANN BLVD,2021-07-08,150100.0,1990,1185,"116 MANN BLVD Henry County, GA",S26-01010000-7/8/2021-150100.0,126.66666666666667,2021,2021,7,2021-7
235,030B01119000,180 WILLOW SPRINGS LN,2021-07-02,225000.0,1996,1340,"180 WILLOW SPRINGS LN Henry County, GA",030B01119000-7/2/2021-225000.0,167.91044776119404,2021,2021,7,2021-7
236,051F01119000,624 CHAMPIONS DR,2021-07-06,659700.0,1998,3227,"624 CHAMPIONS DR Henry County, GA",051F01119000-7/6/2021-659700.0,204.43136039665325,2021,2021,7,2021-7
237,048B01015000,176 OAKLAND BLVD,2021-07-22,217100.0,1990,1618,"176 OAKLAND BLVD Henry County, GA",048B01015000-7/22/2021-217100.0,134.17799752781212,2021,2021,7,2021-7
238,092E01055000,715 CANNOLI CT,2021-07-16,196000.0,2000,1637,"715 CANNOLI CT Henry County, GA",092E01055000-7/16/2021-196000.0,119.73121563836285,2021,2021,7,2021-7
239,H02-01019000,10 PORTER CIR,2021-07-15,190000.0,1973,1767,"10 PORTER CIR Henry County, GA",H02-01019000-7/15/2021-190000.0,107.52688172043011,2021,2021,7,2021-7
240,046A01003000,103 AUDUBON PKWY,2021-07-23,195100.0,1986,1558,"103 AUDUBON PKWY Henry County, GA",046A01003000-7/23/2021-195100.0,125.22464698331194,2021,2021,7,2021-7
241,036-02011003,1695 MOUNT CARMEL RD,2021-07-01,331500.0,2003,2788,"1695 MOUNT CARMEL RD Henry County, GA",036-02011003-7/1/2021-331500.0,118.90243902439025,2021,2021,7,2021-7
242,057D01084000,846 WHITE DOVE DR,2021-07-30,228000.0,2002,1604,"846 WHITE DOVE DR Henry County, GA",057D01084000-7/30/2021-228000.0,142.14463840399003,2021,2021,7,2021-7
243,016A02002000,160 SHORELINE WAY,2021-07-30,300000.0,1995,2572,"160 SHORELINE WAY Henry County, GA",016A02002000-7/30/2021-300000.0,116.64074650077761,2021,2021,7,2021-7
245,028A01057000,168 SOUTHERN MAGNOLIA LN,2021-07-30,220100.0,1998,1629,"168 SOUTHERN MAGNOLIA LN Henry County, GA",028A01057000-7/30/2021-220100.0,135.11356660527932,2021,2021,7,2021-7
246,045E01014000,155 STRATMORE PL,2021-07-30,395000.0,1998,2884,"155 STRATMORE PL Henry County, GA",045E01014000-7/30/2021-395000.0,136.9625520110957,2021,2021,7,2021-7
247,065J01078000,229 IRONWOOD DR,2021-07-30,357200.0,2017,3099,"229 IRONWOOD DR Henry County, GA",065J01078000-7/30/2021-357200.0,115.26298806066472,2021,2021,7,2021-7
249,108-01007002,323 IRIS LAKE RD,2021-07-30,121000.0,1955,900,"323 IRIS LAKE RD Henry County, GA",108-01007002-7/30/2021-121000.0,134.44444444444446,2021,2021,7,2021-7
250,108B01041000,6170 WINSTON TRCE,2021-07-30,240000.0,2001,2264,"6170 WINSTON TRCE Henry County, GA",108B01041000-7/30/2021-240000.0,106.00706713780919,2021,2021,7,2021-7
251,108C01132000,925 CITY PARK DR,2021-07-30,175000.0,2006,1238,"925 CITY PARK DR Henry County, GA",108C01132000-7/30/2021-175000.0,141.35702746365104,2021,2021,7,2021-7
252,110B01136000,5006 YANKEE DOODLE DR,2021-07-30,279900.0,2002,2484,"5006 YANKEE DOODLE DR Henry County, GA",110B01136000-7/30/2021-279900.0,112.68115942028986,2021,2021,7,2021-7
253,122C01001000,100 LOTUS CIR,2021-07-30,449900.0,2018,3830,"100 LOTUS CIR Henry County, GA",122C01001000-7/30/2021-449900.0,117.46736292428199,2021,2021,7,2021-7
254,141H01009000,109 CROWN FOREST DR,2021-07-30,360000.0,2004,2589,"109 CROWN FOREST DR Henry County, GA",141H01009000-7/30/2021-360000.0,139.04982618771726,2021,2021,7,2021-7
256,006B01039000,360 SOUTH DR,2021-07-30,226000.0,1966,2734,"360 SOUTH DR Henry County, GA",006B01039000-7/30/2021-226000.0,82.66276517922458,2021,2021,7,2021-7
258,035A01037000,233 OAK GROVE DR,2021-07-30,305000.0,1997,2215,"233 OAK GROVE DR Henry County, GA",035A01037000-7/30/2021-305000.0,137.69751693002257,2021,2021,7,2021-7
259,040-01005000,972 ROCKY CREEK RD,2021-07-30,200000.0,1983,1926,"972 ROCKY CREEK RD Henry County, GA",040-01005000-7/30/2021-200000.0,103.84215991692628,2021,2021,7,2021-7
262,154C01056000,558 STANHOPE ST,2021-07-30,418000.0,2015,3314,"558 STANHOPE ST Henry County, GA",154C01056000-7/30/2021-418000.0,126.13156306578153,2021,2021,7,2021-7
263,177B01036000,116 WORTHY DR,2021-07-30,260000.0,2001,2135,"116 WORTHY DR Henry County, GA",177B01036000-7/30/2021-260000.0,121.77985948477752,2021,2021,7,2021-7
