,Parcel ID,county,date,year,month,year-month,price,yr_blt,sf,price_sf,lat,long,GEOID,Sub_geo
0,148F01012000,"124 COULTER WOODS DR Henry County, GA",10/28/21,2021,10,2021-10,305000,2018,1857,164.2434033,33.3029416,-84.0867429,13151070412,South Henry
1,148F01012000,"124 COULTER WOODS DR Henry County, GA",3/14/19,2019,3,2019-3,196400,2018,1857,105.7619817,33.3029416,-84.0867429,13151070412,South Henry
2,148F01007000,"114 COULTER WOODS DR Henry County, GA",2/19/19,2019,2,2019-2,200000,2018,1918,104.2752868,33.303008,-84.0853813,13151070412,South Henry
3,148F01006000,"112 COULTER WOODS DR Henry County, GA",3/14/19,2019,3,2019-3,194800,2018,1794,108.5841695,33.3030836,-84.0851337,13151070412,South Henry
4,148F01004000,"108 COULTER WOODS DR Henry County, GA",6/30/22,2022,6,2022-6,343400,2018,1809,189.8286346,33.3032786,-84.0846385,13151070412,South Henry
5,148F01015000,"119 COULTER WOODS DR Henry County, GA",8/5/21,2021,8,2021-8,265000,2018,1841,143.943509,33.3033909,-84.0860827,13151070412,South Henry
6,148F01014000,"121 COULTER WOODS DR Henry County, GA",5/6/22,2022,5,2022-5,355000,2018,1829,194.095134,33.3034484,-84.0863716,13151070412,South Henry
7,148F01002000,"104 COULTER WOODS DR Henry County, GA",2/19/21,2021,2,2021-2,226000,2018,1806,125.1384275,33.3034755,-84.0841846,13151070412,South Henry
8,148F01030000,"107 COULTER WOODS DR Henry County, GA",3/8/21,2021,3,2021-3,235500,2016,1820,129.3956044,33.3038447,-84.0845973,13151070412,South Henry
9,148F01026000,"206 GRAYDON CT Henry County, GA",10/30/20,2020,10,2020-10,222500,2018,1794,124.0245262,33.3039694,-84.0853813,13151070412,South Henry
10,148F01026000,"206 GRAYDON CT Henry County, GA",3/6/19,2019,3,2019-3,199500,2018,1794,111.2040134,33.3039694,-84.0853813,13151070412,South Henry
11,148F01025000,"212 GRAYDON CT Henry County, GA",1/16/19,2019,1,2019-1,185200,2018,1863,99.40955448,33.3041116,-84.0851543,13151070412,South Henry
12,148F01024000,"214 GRAYDON CT Henry County, GA",1/18/19,2019,1,2019-1,186800,2018,1863,100.2683843,33.3041644,-84.0848861,13151070412,South Henry
13,148F01023000,"216 GRAYDON CT Henry County, GA",5/4/21,2021,5,2021-5,251900,2018,1794,140.4124861,33.3043255,-84.0845973,13151070412,South Henry
14,148F01018000,"211 GRAYDON CT Henry County, GA",5/9/19,2019,5,2019-5,187700,2018,1962,95.66768603,33.3045474,-84.0855876,13151070412,South Henry
15,148F01022000,"218 GRAYDON CT Henry County, GA",1/31/19,2019,1,2019-1,188200,2018,1863,101.0198604,33.3045857,-84.084556,13151070412,South Henry
16,148F01019000,"213 GRAYDON CT Henry County, GA",8/9/22,2022,8,2022-8,316500,2019,1782,177.6094276,33.3046249,-84.0853813,13151070412,South Henry
17,148F01020000,"215 GRAYDON CT Henry County, GA",7/30/21,2021,7,2021-7,279900,2018,1782,157.0707071,33.304788,-84.0851337,13151070412,South Henry
18,148F01020000,"215 GRAYDON CT Henry County, GA",5/22/19,2019,5,2019-5,186700,2018,1782,104.7699214,33.304788,-84.0851337,13151070412,South Henry
19,148F01021000,"217 GRAYDON CT Henry County, GA",10/18/21,2021,10,2021-10,294000,2018,1798,163.5150167,33.304814,-84.0847623,13151070412,South Henry
20,148-01001021,"1090 LOCUST RD Henry County, GA",6/14/18,2018,6,2018-6,136900,2003,1560,87.75641026,33.3051283,-84.0840196,13151070412,South Henry
21,131-01022000,"652 HOSANNAH RD Henry County, GA",8/26/19,2019,8,2019-8,234500,2005,1924,121.8814969,33.3060464,-84.101513,13151070412,South Henry
22,148E01026000,"432 BELL FLOWER TRL Henry County, GA",9/24/21,2021,9,2021-9,255000,2007,2844,89.66244726,33.3069653,-84.0812961,13151070412,South Henry
23,148E01035000,"220 CRANESBILL WAY Henry County, GA",4/21/21,2021,4,2021-4,239000,2007,2199,108.6857663,33.3069702,-84.0832355,13151070412,South Henry
24,148B01031000,"325 SHELLEY LN Henry County, GA",9/24/21,2021,9,2021-9,220000,2001,1500,146.6666667,33.3070114,-84.0905389,13151070412,South Henry
25,148E01020000,"408 BELL FLOWER TRL Henry County, GA",6/22/21,2021,6,2021-6,215000,2007,2199,97.77171442,33.3076331,-84.0806358,13151070412,South Henry
26,148E01041000,"111 ASTILBE MEADOW DR Henry County, GA",1/8/21,2021,1,2021-1,200400,2007,2199,91.13233288,33.3077462,-84.0836318,13151070412,South Henry
27,148E01042000,"201 CRANESBILL WAY Henry County, GA",6/24/19,2019,6,2019-6,180000,2007,2837,63.44730349,33.3077548,-84.0831943,13151070412,South Henry
28,148-01001005,"942 LOCUST RD Henry County, GA",8/20/18,2018,8,2018-8,180000,1995,1954,92.11873081,33.3078269,-84.0856288,13151070412,South Henry
29,148E01012000,"144 ASTILBE MEADOW DR Henry County, GA",11/30/18,2018,11,2018-11,147500,2007,1988,74.19517103,33.3081467,-84.0822452,13151070412,South Henry
31,148A01022000,"681 LOCUST RD Henry County, GA",6/21/19,2019,6,2019-6,155000,1994,1599,96.93558474,33.3088365,-84.0848036,13151070412,South Henry
32,148A01022000,"681 LOCUST RD Henry County, GA",6/23/20,2020,6,2020-6,165000,1994,1599,103.1894934,33.3088365,-84.0848036,13151070412,South Henry
33,148A01041000,"539 GROVE POINTE CT Henry County, GA",2/12/20,2020,2,2020-2,174900,2019,1530,114.3137255,33.3089244,-84.0838958,13151070412,South Henry
34,148-01032000,"926 LOCUST RD Henry County, GA",4/27/21,2021,4,2021-4,278400,1994,1746,159.4501718,33.3089508,-84.0862891,13151070412,South Henry
35,148A01148000,"240 GROVE POINTE DR Henry County, GA",3/25/20,2020,3,2020-3,189900,2006,1599,118.7617261,33.309062,-84.0794391,13151070412,South Henry
36,148B01058000,"314 SHELLEY LN Henry County, GA",10/29/20,2020,10,2020-10,197000,2002,1507,130.7232913,33.309158,-84.0915704,13151070412,South Henry
37,148A01079000,"632 GROVE POINTE WAY Henry County, GA",12/28/18,2018,12,2018-12,205000,1997,2278,89.99122037,33.3091842,-84.0810898,13151070412,South Henry
38,148A01147000,"238 GROVE POINTE DR Henry County, GA",7/15/21,2021,7,2021-7,245000,2006,1660,147.5903614,33.3093895,-84.079893,13151070412,South Henry
39,148A01150000,"237 GROVE POINTE DR Henry County, GA",7/24/18,2018,7,2018-7,175500,2007,1907,92.0293655,33.3097872,-84.0790677,13151070412,South Henry
40,148A01146000,"236 GROVE POINTE DR Henry County, GA",12/22/21,2021,12,2021-12,276000,2005,1816,151.9823789,33.3099477,-84.0796867,13151070412,South Henry
41,148A01146000,"236 GROVE POINTE DR Henry County, GA",8/27/18,2018,8,2018-8,165000,2005,1816,90.85903084,33.3099477,-84.0796867,13151070412,South Henry
42,148A01043000,"522 GROVE POINTE CT Henry County, GA",7/2/20,2020,7,2020-7,184900,1995,2504,73.84185304,33.310121,-84.0824103,13151070412,South Henry
45,148A01083000,"624 GROVE POINTE WAY Henry County, GA",5/28/21,2021,5,2021-5,220000,1996,2128,103.3834586,33.3109322,-84.0810898,13151070412,South Henry
46,148A01045000,"506 GROVE POINTE CT Henry County, GA",12/9/20,2020,12,2020-12,217000,1995,1808,120.0221239,33.3110055,-84.0830911,13151070412,South Henry
47,148B01001000,"892 LOCUST RD Henry County, GA",5/14/19,2019,5,2019-5,158500,1997,2108,75.18975332,33.3110712,-84.0863097,13151070412,South Henry
48,148A01017000,"661 LOCUST RD Henry County, GA",3/12/19,2019,3,2019-3,164900,1994,2067,79.77745525,33.3112198,-84.0852987,13151070412,South Henry
49,148B01021000,"305 SHELLEY LN Henry County, GA",10/22/20,2020,10,2020-10,188000,2001,1500,125.3333333,33.3112968,-84.0924369,13151070412,South Henry
50,148A01047000,"498 GROVE POINTE CT Henry County, GA",12/21/20,2020,12,2020-12,215000,1995,1686,127.5207592,33.3119748,-84.0832562,13151070412,South Henry
51,148A01047000,"498 GROVE POINTE CT Henry County, GA",10/21/21,2021,10,2021-10,285000,1995,1686,169.0391459,33.3119748,-84.0832562,13151070412,South Henry
52,148A01135000,"223 GROVE POINTE DR Henry County, GA",12/21/20,2020,12,2020-12,230000,2006,2158,106.5801668,33.312389,-84.0795629,13151070412,South Henry
53,148A01048000,"490 GROVE POINTE CT Henry County, GA",9/20/21,2021,9,2021-9,248500,1995,1712,145.1518692,33.3124196,-84.0834212,13151070412,South Henry
54,148A01140000,"222 GROVE POINTE DR Henry County, GA",8/16/21,2021,8,2021-8,235000,2003,2167,108.4448546,33.3127798,-84.0804295,13151070412,South Henry
55,148A01013000,"645 LOCUST RD Henry County, GA",11/20/20,2020,11,2020-11,190000,1994,1599,118.8242652,33.3130512,-84.0852162,13151070412,South Henry
56,148C01030000,"307 BELLEVUE RDG Henry County, GA",9/6/19,2019,9,2019-9,180000,2001,2128,84.58646617,33.3130896,-84.0906215,13151070412,South Henry
57,148C01031000,"309 BELLEVUE RDG Henry County, GA",2/19/19,2019,2,2019-2,148000,2000,1922,77.00312175,33.3131379,-84.0911785,13151070412,South Henry
58,148C01027000,"403 PARLOR CIR Henry County, GA",4/11/22,2022,4,2022-4,278100,2002,1750,158.9142857,33.313156,-84.0892599,13151070412,South Henry
59,148A01088000,"614 GROVE POINTE WAY Henry County, GA",1/29/20,2020,1,2020-1,158000,1999,1398,113.018598,33.3132202,-84.0814199,13151070412,South Henry
60,148A01050000,"474 GROVE POINTE CT Henry County, GA",6/14/19,2019,6,2019-6,155000,1995,1530,101.3071895,33.3133561,-84.0833593,13151070412,South Henry
61,148C01034000,"315 BELLEVUE RDG Henry County, GA",5/20/19,2019,5,2019-5,164900,2001,1696,97.22877358,33.313438,-84.0924369,13151070412,South Henry
62,148A01138000,"218 GROVE POINTE DR Henry County, GA",12/28/18,2018,12,2018-12,180000,2003,1634,110.1591187,33.3136805,-84.0805327,13151070412,South Henry
63,148C01040000,"314 BELLEVUE RDG Henry County, GA",11/8/21,2021,11,2021-11,253500,2002,1947,130.2003082,33.3137106,-84.0917355,13151070412,South Henry
64,148A01032000,"467 GROVE POINTE CT Henry County, GA",7/17/20,2020,7,2020-7,174000,1995,1392,125.0,33.3137906,-84.0842259,13151070412,South Henry
65,148A01051000,"466 GROVE POINTE CT Henry County, GA",4/23/20,2020,4,2020-4,200000,1995,1672,119.6172249,33.3138329,-84.0832768,13151070412,South Henry
66,163-01002003,"255 CANUP RD Henry County, GA",11/12/19,2019,11,2019-11,287500,1994,1967,146.1616675,33.3139266,-84.0614026,13151070412,South Henry
67,148A01031000,"459 GROVE POINTE CT Henry County, GA",6/3/20,2020,6,2020-6,162000,1995,1431,113.2075472,33.3142693,-84.0841846,13151070412,South Henry
68,148C01039000,"318 BELLEVUE RDG Henry County, GA",7/2/19,2019,7,2019-7,168000,2002,2104,79.84790875,33.3142845,-84.0918592,13151070412,South Henry
69,131A01202000,"4040 BIBB RIDGE TRL Henry County, GA",3/23/18,2018,3,2018-3,210700,2017,2501,84.24630148,33.3143485,-84.107948,13151070412,South Henry
70,131A01197000,"5006 BRASS CT Henry County, GA",4/20/18,2018,4,2018-4,173000,2017,1801,96.0577457,33.3143511,-84.1070818,13151070412,South Henry
71,148C01036000,"319 BELLEVUE RDG Henry County, GA",2/28/19,2019,2,2019-2,200000,2001,2428,82.3723229,33.3143694,-84.0927257,13151070412,South Henry
72,131A01198000,"5004 BRASS CT Henry County, GA",10/14/21,2021,10,2021-10,300000,2017,2345,127.9317697,33.3144026,-84.1072468,13151070412,South Henry
73,131A01198000,"5004 BRASS CT Henry County, GA",3/15/18,2018,3,2018-3,193400,2017,2345,82.47334755,33.3144026,-84.1072468,13151070412,South Henry
74,131A01199000,"5002 BRASS CT Henry County, GA",2/22/18,2018,2,2018-2,178900,2017,2002,89.36063936,33.3144542,-84.1074118,13151070412,South Henry
75,148-01033000,"630 LOCUST RD Henry County, GA",1/7/22,2022,1,2022-1,285000,2000,2016,141.3690476,33.3145553,-84.0860621,13151070412,South Henry
76,163-01002031,"245 CANUP RD Henry County, GA",5/3/19,2019,5,2019-5,319900,1998,2963,107.9649004,33.31460978,-84.06156584,13151070412,South Henry
77,131A01200000,"4032 BIBB RIDGE TRL Henry County, GA",3/2/18,2018,3,2018-3,213400,2017,2616,81.57492355,33.314597,-84.1076593,13151070412,South Henry
78,131A01194000,"5017 BRASS CT Henry County, GA",12/28/22,2022,12,2022-12,395000,2017,2976,132.7284946,33.3146792,-84.106628,13151070412,South Henry
79,148C01006000,"111 BONAVENTURE PL Henry County, GA",5/19/21,2021,5,2021-5,250000,1999,2121,117.8689298,33.3146847,-84.0887854,13151070412,South Henry
80,148C01038000,"320 BELLEVUE RDG Henry County, GA",11/14/19,2019,11,2019-11,172000,2002,2192,78.46715328,33.3147372,-84.0921893,13151070412,South Henry
82,131A01203000,"4037 BIBB RIDGE TRL Henry County, GA",3/15/18,2018,3,2018-3,196700,2017,2201,89.36846888,33.3148865,-84.1082367,13151070412,South Henry
83,131A01203000,"4037 BIBB RIDGE TRL Henry County, GA",2/23/22,2022,2,2022-2,375600,2017,2201,170.6497047,33.3148865,-84.1082367,13151070412,South Henry
84,131A01204000,"4033 BIBB RIDGE TRL Henry County, GA",2/28/18,2018,2,2018-2,189300,2017,1984,95.41330645,33.3149661,-84.1080717,13151070412,South Henry
85,131A01190000,"4028 BIBB RIDGE TRL Henry County, GA",2/28/18,2018,2,2018-2,208700,2017,2513,83.04814962,33.3150149,-84.1074165,13151070412,South Henry
86,131A01189000,"4024 BIBB RIDGE TRL Henry County, GA",6/28/22,2022,6,2022-6,385000,2019,2479,155.3045583,33.3150229,-84.1074415,13151070412,South Henry
87,131A01189000,"4024 BIBB RIDGE TRL Henry County, GA",2/26/20,2020,2,2020-2,236000,2019,2479,95.19967729,33.3150229,-84.1074415,13151070412,South Henry
88,148C01009000,"117 BONAVENTURE PL Henry County, GA",2/19/20,2020,2,2020-2,200000,1999,2202,90.82652134,33.3151166,-84.0905183,13151070412,South Henry
89,148C01010000,"119 BONAVENTURE PL Henry County, GA",6/17/22,2022,6,2022-6,295000,2001,2033,145.105755,33.3151212,-84.0910753,13151070412,South Henry
90,148C01011000,"121 BONAVENTURE PL Henry County, GA",6/25/18,2018,6,2018-6,157000,2002,1938,81.01135191,33.3152243,-84.0914054,13151070412,South Henry
91,131A01187000,"4016 BIBB RIDGE TRL Henry County, GA",2/23/22,2022,2,2022-2,355000,2018,2561,138.6177275,33.3152805,-84.1073293,13151070412,South Henry
92,131A01127000,"8018 ORANGE GROVE CT Henry County, GA",10/12/22,2022,10,2022-10,400000,2020,2656,150.6024096,33.3153034,-84.1059681,13151070412,South Henry
93,148C01017000,"201 RETOUR CIR Henry County, GA",11/4/21,2021,11,2021-11,273600,1999,2042,133.986288,33.3153056,-84.0885172,13151070412,South Henry
94,148A01066000,"607 GROVE POINTE WAY Henry County, GA",12/30/21,2021,12,2021-12,233600,1998,1572,148.6005089,33.3153152,-84.0822865,13151070412,South Henry
95,148A01066000,"607 GROVE POINTE WAY Henry County, GA",2/4/22,2022,2,2022-2,265100,1998,1572,168.6386768,33.3153152,-84.0822865,13151070412,South Henry
96,131A01109000,"9019 HOLDER RD Henry County, GA",8/18/22,2022,8,2022-8,357800,2020,2427,147.4248043,33.3154215,-84.1047718,13151070412,South Henry
97,131A01186000,"4012 BIBB RIDGE TRL Henry County, GA",2/25/22,2022,2,2022-2,346300,2018,2048,169.0917969,33.3154491,-84.1072445,13151070412,South Henry
98,131A01128000,"8014 ORANGE GROVE CT Henry County, GA",3/20/20,2020,3,2020-3,226000,2019,2259,100.0442674,33.3154665,-84.1057206,13151070412,South Henry
99,148C01001000,"101 BONAVENTURE PL Henry County, GA",11/1/21,2021,11,2021-11,250000,1999,1614,154.8946716,33.3155414,-84.086124,13151070412,South Henry
100,148A01128000,"209 GROVE POINTE DR Henry County, GA",4/22/21,2021,4,2021-4,230200,2019,1982,116.1453078,33.315596,-84.0808422,13151070412,South Henry
101,148A01128000,"209 GROVE POINTE DR Henry County, GA",2/28/20,2020,2,2020-2,204900,2019,1982,103.3804238,33.315596,-84.0808422,13151070412,South Henry
102,131A01130000,"8008 ORANGE GROVE CT Henry County, GA",1/17/20,2020,1,2020-1,241300,2019,2656,90.85090361,33.3156085,-84.1057034,13151070412,South Henry
103,131A01131000,"8004 ORANGE GROVE CT Henry County, GA",7/24/20,2020,7,2020-7,245000,2019,2513,97.49303621,33.3157267,-84.1056793,13151070412,South Henry
104,131A01210000,"4009 BIBB RIDGE TRL Henry County, GA",2/4/19,2019,2,2019-2,222100,2018,2428,91.47446458,33.3157768,-84.1076593,13151070412,South Henry
105,148A01028000,"435 GROVE POINTE CT Henry County, GA",9/21/20,2020,9,2020-9,199000,1995,1650,120.6060606,33.3158027,-84.0842672,13151070412,South Henry
106,131A01112000,"9025 HOLDER RD Henry County, GA",11/29/22,2022,11,2022-11,395000,2020,2556,154.5383412,33.3158963,-84.1046481,13151070412,South Henry
107,131A01183000,"1176 HARTWELL RD Henry County, GA",6/17/22,2022,6,2022-6,388500,2017,2469,157.3511543,33.3159195,-84.1069966,13151070412,South Henry
108,131A01183000,"1176 HARTWELL RD Henry County, GA",2/1/18,2018,2,2018-2,229500,2017,2469,92.95261239,33.3159195,-84.1069966,13151070412,South Henry
109,131A01135000,"1184 HARTWELL RD Henry County, GA",4/30/20,2020,4,2020-4,239000,2019,2480,96.37096774,33.3160175,-84.1061367,13151070412,South Henry
110,131A01211000,"1172 HARTWELL RD Henry County, GA",2/8/18,2018,2,2018-2,199900,2017,2325,85.97849462,33.3160312,-84.1074943,13151070412,South Henry
111,148C01023000,"102 BONAVENTURE PL Henry County, GA",8/13/21,2021,8,2021-8,258000,1999,1702,151.586369,33.3161389,-84.0867429,13151070412,South Henry
112,131A01212000,"1168 HARTWELL RD Henry County, GA",1/24/20,2020,1,2020-1,235000,2019,2556,91.94053208,33.3161721,-84.1077005,13151070412,South Henry
113,148A01027000,"427 GROVE POINTE CT Henry County, GA",11/30/18,2018,11,2018-11,144900,1995,1684,86.04513064,33.3161979,-84.0843084,13151070412,South Henry
114,131A01213000,"1164 HARTWELL RD Henry County, GA",5/29/20,2020,5,2020-5,230000,2019,2276,101.0544815,33.316309,-84.1078242,13151070412,South Henry
115,148A01056000,"426 GROVE POINTE CT Henry County, GA",5/26/22,2022,5,2022-5,285000,1995,1378,206.8214804,33.3163563,-84.0835038,13151070412,South Henry
116,131A01043000,"1171 HARTWELL RD Henry County, GA",1/30/20,2020,1,2020-1,200000,2019,1632,122.5490196,33.3164088,-84.1071643,13151070412,South Henry
117,148A01094000,"602 GROVE POINTE WAY Henry County, GA",7/19/21,2021,7,2021-7,217000,1998,1487,145.9314055,33.316416,-84.0815437,13151070412,South Henry
118,131A01044000,"6001 PRODIGY LN Henry County, GA",1/27/22,2022,1,2022-1,331000,2021,2276,145.43058,33.3164611,-84.1064218,13151070412,South Henry
119,131A01042000,"1167 HARTWELL RD Henry County, GA",1/24/20,2020,1,2020-1,224000,2019,2268,98.7654321,33.3165041,-84.1073293,13151070412,South Henry
120,131A01215000,"1156 HARTWELL RD Henry County, GA",3/31/20,2020,3,2020-3,230000,2019,2268,101.4109347,33.3165392,-84.1080717,13151070412,South Henry
121,131A01145000,"1223 HARTWELL RD Henry County, GA",3/14/22,2022,3,2022-3,348000,2021,2616,133.0275229,33.316544,-84.1044831,13151070412,South Henry
122,131A01240000,"3040 FELDWOOD CT Henry County, GA",3/15/19,2019,3,2019-3,222900,2018,2513,88.69876641,33.31658,-84.112111,13151070412,South Henry
123,131A01140000,"1203 HARTWELL RD Henry County, GA",2/24/22,2022,2,2022-2,345000,2021,2616,131.8807339,33.316587,-84.1053906,13151070412,South Henry
124,131A01137000,"1189 HARTWELL RD Henry County, GA",2/24/22,2022,2,2022-2,330000,2021,2398,137.6146789,33.3165904,-84.1058388,13151070412,South Henry
125,131A01142000,"1211 HARTWELL RD Henry County, GA",2/25/22,2022,2,2022-2,345000,2021,2616,131.8807339,33.3165922,-84.10504,13151070412,South Henry
126,131A01144000,"1219 HARTWELL RD Henry County, GA",3/14/22,2022,3,2022-3,323000,2021,2296,140.6794425,33.3165955,-84.1046481,13151070412,South Henry
127,131A01139000,"1197 HARTWELL RD Henry County, GA",2/24/22,2022,2,2022-2,339000,2021,2570,131.9066148,33.3165968,-84.1055968,13151070412,South Henry
128,131A01138000,"1193 HARTWELL RD Henry County, GA",3/15/22,2022,3,2022-3,345000,2021,2616,131.8807339,33.3166,-84.105753,13151070412,South Henry
129,131A01141000,"1207 HARTWELL RD Henry County, GA",2/25/22,2022,2,2022-2,323000,2021,2144,150.6529851,33.3166,-84.105205,13151070412,South Henry
130,131A01143000,"1215 HARTWELL RD Henry County, GA",2/28/22,2022,2,2022-2,349500,2021,2616,133.6009174,33.3166053,-84.1048543,13151070412,South Henry
131,148A01026000,"419 GROVE POINTE CT Henry County, GA",12/12/19,2019,12,2019-12,167000,1995,1443,115.7311157,33.3166427,-84.0844735,13151070412,South Henry
132,148A01119000,"802 POINTE TRL Henry County, GA",8/5/22,2022,8,2022-8,300000,2001,1706,175.8499414,33.3166646,-84.0789645,13151070412,South Henry
133,131A01216000,"1152 HARTWELL RD Henry County, GA",11/29/21,2021,11,2021-11,340000,2019,2556,133.0203443,33.3166742,-84.1081542,13151070412,South Henry
134,131A01241000,"3036 FELDWOOD CT Henry County, GA",11/24/21,2021,11,2021-11,324000,2018,2356,137.5212224,33.3166947,-84.1122788,13151070412,South Henry
135,131A01241000,"3036 FELDWOOD CT Henry County, GA",6/28/19,2019,6,2019-6,222000,2018,2356,94.22750424,33.3166947,-84.1122788,13151070412,South Henry
136,148A01006000,"617 LOCUST RD Henry County, GA",1/24/20,2020,1,2020-1,157000,1993,1569,100.0637349,33.3167048,-84.0853194,13151070412,South Henry
139,131A01040000,"1159 HARTWELL RD Henry County, GA",8/17/20,2020,8,2020-8,242000,2019,2459,98.41398943,33.316776,-84.1075355,13151070412,South Henry
140,131A01237000,"3052 FELDWOOD CT Henry County, GA",2/6/19,2019,2,2019-2,189900,2018,1848,102.7597403,33.3167907,-84.1115364,13151070412,South Henry
141,131A01039000,"1155 HARTWELL RD Henry County, GA",11/17/21,2021,11,2021-11,350000,2019,2556,136.9327074,33.3168693,-84.1076593,13151070412,South Henry
142,148A01095000,"600 GROVE POINTE WAY Henry County, GA",2/8/22,2022,2,2022-2,265000,1999,1705,155.4252199,33.3168745,-84.0819976,13151070412,South Henry
143,131A01218000,"1144 HARTWELL RD Henry County, GA",7/30/21,2021,7,2021-7,326000,2019,2556,127.543036,33.3169044,-84.1084017,13151070412,South Henry
144,148D01003000,"109 JALEY PKWY Henry County, GA",10/4/21,2021,10,2021-10,240000,2004,1595,150.4702194,33.3169926,-84.0872381,13151070412,South Henry
145,131A01156000,"7000 PRUNE LN Henry County, GA",2/28/22,2022,2,2022-2,303000,2021,1796,168.7082405,33.3169965,-84.1061949,13151070412,South Henry
146,131A01219000,"1140 HARTWELL RD Henry County, GA",10/18/22,2022,10,2022-10,330000,2019,2268,145.5026455,33.3169977,-84.1085255,13151070412,South Henry
147,131A01154000,"7008 PRUNE LN Henry County, GA",2/23/22,2022,2,2022-2,319000,2021,2417,131.9817956,33.3170018,-84.1058443,13151070412,South Henry
148,131A01155000,"7004 PRUNE LN Henry County, GA",3/23/22,2022,3,2022-3,345000,2021,2576,133.9285714,33.3170096,-84.1060093,13151070412,South Henry
149,131A01150000,"7024 PRUNE LN Henry County, GA",2/18/22,2022,2,2022-2,332000,2021,2533,131.0698776,33.3170103,-84.1051018,13151070412,South Henry
150,131A01151000,"7020 PRUNE LN Henry County, GA",9/9/22,2022,9,2022-9,385000,2021,2576,149.4565217,33.3170181,-84.1052668,13151070412,South Henry
151,131A01146000,"7040 PRUNE LN Henry County, GA",1/28/22,2022,1,2022-1,315000,2021,2296,137.195122,33.3170207,-84.1044006,13151070412,South Henry
152,131A01152000,"7016 PRUNE LN Henry County, GA",2/23/22,2022,2,2022-2,322000,2021,2429,132.5648415,33.3170279,-84.1054731,13151070412,South Henry
153,131A01147000,"7036 PRUNE LN Henry County, GA",1/28/22,2022,1,2022-1,337000,2021,2576,130.8229814,33.3170286,-84.1045656,13151070412,South Henry
154,131A01153000,"7012 PRUNE LN Henry County, GA",2/22/22,2022,2,2022-2,327000,2021,2576,126.9409938,33.3170357,-84.1056381,13151070412,South Henry
155,131A01148000,"7032 PRUNE LN Henry County, GA",1/28/22,2022,1,2022-1,332000,2021,2429,136.681762,33.3170364,-84.1047306,13151070412,South Henry
156,131A01246000,"3016 FELDWOOD CT Henry County, GA",1/10/20,2020,1,2020-1,211000,2019,2281,92.50328803,33.3170397,-84.1131037,13151070412,South Henry
157,148A01112000,"728 GROVE POINTE CIR Henry County, GA",8/20/21,2021,8,2021-8,260000,2000,1506,172.6427623,33.3170517,-84.0774582,13151070412,South Henry
158,131A01220000,"1136 HARTWELL RD Henry County, GA",10/9/20,2020,10,2020-10,239000,2019,2415,98.96480331,33.317091,-84.1086492,13151070412,South Henry
159,131A01049000,"6011 PRODIGY LN Henry County, GA",1/27/22,2022,1,2022-1,356000,2021,2576,138.1987578,33.3170943,-84.1068755,13151070412,South Henry
160,131A01037000,"1147 HARTWELL RD Henry County, GA",4/22/22,2022,4,2022-4,415000,2019,2556,162.3630673,33.3170995,-84.1079067,13151070412,South Henry
161,148A01120000,"800 POINTE TRL Henry County, GA",1/4/22,2022,1,2022-1,262600,1999,1678,156.4958284,33.3171016,-84.0789645,13151070412,South Henry
162,148A01025000,"411 GROVE POINTE CT Henry County, GA",4/4/22,2022,4,2022-4,280000,1995,1489,188.0456682,33.3172147,-84.084556,13151070412,South Henry
163,131A01234000,"3061 FELDWOOD CT Henry County, GA",2/15/19,2019,2,2019-2,217900,2018,2359,92.36964816,33.317317,-84.1115777,13151070412,South Henry
164,131A01222000,"1128 HARTWELL RD Henry County, GA",8/17/20,2020,8,2020-8,233000,2019,2472,94.25566343,33.3173629,-84.1088554,13151070412,South Henry
165,131A01249000,"3004 FELDWOOD CT Henry County, GA",6/10/21,2021,6,2021-6,294100,2019,2556,115.0625978,33.3174049,-84.1134337,13151070412,South Henry
167,148D01026000,"132 JALEY PKWY Henry County, GA",6/2/22,2022,6,2022-6,308000,2005,1736,177.4193548,33.3174859,-84.0893424,13151070412,South Henry
168,148A01110000,"731 GROVE POINTE CIR Henry County, GA",8/6/20,2020,8,2020-8,230000,2002,2128,108.0827068,33.3174872,-84.076509,13151070412,South Henry
169,131A01032000,"1127 HARTWELL RD Henry County, GA",1/28/20,2020,1,2020-1,223000,2019,2276,97.97891037,33.3176512,-84.1084842,13151070412,South Henry
170,148A01024000,"405 GROVE POINTE CT Henry County, GA",3/24/20,2020,3,2020-3,174000,1995,1908,91.19496855,33.3176536,-84.0845973,13151070412,South Henry
171,148D01031000,"100 JALEY PKWY Henry County, GA",3/31/21,2021,3,2021-3,200000,2005,1605,124.6105919,33.3176643,-84.0866604,13151070412,South Henry
172,148D01017000,"160 JALEY PKWY Henry County, GA",7/27/18,2018,7,2018-7,147000,2005,1674,87.81362007,33.3176864,-84.0926431,13151070412,South Henry
173,131A01233000,"1058 HARTWELL RD Henry County, GA",2/28/19,2019,2,2019-2,225900,2018,2596,87.01848998,33.3177103,-84.1115777,13151070412,South Henry
174,131A01228000,"1078 HARTWELL RD Henry County, GA",9/1/20,2020,9,2020-9,232000,2018,2210,104.9773756,33.317711,-84.1106703,13151070412,South Henry
175,131A01228000,"1078 HARTWELL RD Henry County, GA",5/2/22,2022,5,2022-5,382000,2018,2210,172.8506787,33.317711,-84.1106703,13151070412,South Henry
