,Parcel ID,county,date,year,month,year-month,price,yr_blt,sf,price_sf,lat,long,GEOID,Sub_geo
1365,080C01071000,"1501 GRANBY LN Henry County, GA",8/30/18,2018,8,2018-8,249000,2003,3540,70.33898305,33.3440029,-84.1823746,13151070508,West Henry
1367,080D02048000,"6529 TERRAGLEN WAY Henry County, GA",8/12/20,2020,8,2020-8,410000,2006,3492,117.4112257,33.3441137,-84.20299,13151070508,West Henry
1369,080D02130000,"6864 LOUIS DR Henry County, GA",3/23/21,2021,3,2021-3,390000,2016,3551,109.8282174,33.3442397,-84.2042872,13151070508,West Henry
1373,080D02133000,"6865 LOUIS DR Henry County, GA",12/9/21,2021,12,2021-12,590000,2016,4067,145.0700762,33.3443578,-84.2049461,13151070508,West Henry
1376,080C02011000,"1641 PROSPECT PL Henry County, GA",7/30/21,2021,7,2021-7,405000,2006,3268,123.9290086,33.3444307,-84.1859174,13151070508,West Henry
1377,080G01064000,"1941 AVONDALE CT Henry County, GA",8/22/22,2022,8,2022-8,396900,2009,3133,126.6836898,33.3444708,-84.1871765,13151070508,West Henry
1378,080C02002000,"1605 PROSPECT PL Henry County, GA",9/30/20,2020,9,2020-9,305000,2006,3661,83.31057088,33.3444745,-84.1831162,13151070508,West Henry
1380,080C02010000,"1637 PROSPECT PL Henry County, GA",8/15/19,2019,8,2019-8,264100,2005,3388,77.95159386,33.3445027,-84.1855879,13151070508,West Henry
1381,080C02004000,"1613 PROSPECT PL Henry County, GA",10/22/21,2021,10,2021-10,393000,2006,2829,138.9183457,33.3445053,-84.1837753,13151070508,West Henry
1382,080C02004000,"1613 PROSPECT PL Henry County, GA",6/3/19,2019,6,2019-6,269000,2006,2829,95.08660304,33.3445053,-84.1837753,13151070508,West Henry
1383,080I01180000,"6101 GOLF VIEW XING Henry County, GA",8/30/19,2019,8,2019-8,340000,2013,3804,89.37960042,33.3445233,-84.2014662,13151070508,West Henry
1384,080C02007000,"1625 PROSPECT PL Henry County, GA",12/21/21,2021,12,2021-12,395100,2005,3358,117.659321,33.3445477,-84.1846816,13151070508,West Henry
1385,080C02007000,"1625 PROSPECT PL Henry County, GA",8/6/19,2019,8,2019-8,269000,2005,3358,80.10720667,33.3445477,-84.1846816,13151070508,West Henry
1386,080I01001000,"6100 GOLF VIEW XING Henry County, GA",8/10/20,2020,8,2020-8,344900,2012,3753,91.89981348,33.3446027,-84.2008279,13151070508,West Henry
1389,080G01057000,"1940 AVONDALE CT Henry County, GA",1/14/20,2020,1,2020-1,245000,2008,2841,86.23724041,33.3446655,-84.1876682,13151070508,West Henry
1390,080G01057000,"1940 AVONDALE CT Henry County, GA",2/28/18,2018,2,2018-2,234500,2008,2841,82.54135868,33.3446655,-84.1876682,13151070508,West Henry
1391,080C02013000,"1648 PROSPECT PL Henry County, GA",6/9/21,2021,6,2021-6,417000,2006,3378,123.4458259,33.3446893,-84.1863088,13151070508,West Henry
1401,080C02024000,"1616 PROSPECT PL Henry County, GA",8/30/19,2019,8,2019-8,262000,2006,3388,77.33175915,33.3449576,-84.1841049,13151070508,West Henry
1402,080G01038000,"2448 MCINTOSH DR Henry County, GA",7/25/19,2019,7,2019-7,289000,2008,2918,99.04043866,33.3449661,-84.188492,13151070508,West Henry
1405,080-01014015,"670 TRESTLE RD Henry County, GA",8/13/20,2020,8,2020-8,350000,2004,3132,111.7496807,33.3450234,-84.1953296,13151070508,West Henry
1406,080G01040000,"2443 MCINTOSH DR Henry County, GA",12/9/22,2022,12,2022-12,359900,2007,3092,116.3971539,33.3450304,-84.1879977,13151070508,West Henry
1409,080G01055000,"1932 AVONDALE CT Henry County, GA",6/24/22,2022,6,2022-6,420000,2008,4248,98.8700565,33.3450928,-84.1874622,13151070508,West Henry
1411,080-01014028,"665 TRESTLE RD Henry County, GA",4/15/21,2021,4,2021-4,385000,2002,2673,144.0329218,33.345155,-84.1894329,13151070508,West Henry
1412,080G01037000,"2444 MCINTOSH DR Henry County, GA",10/27/22,2022,10,2022-10,415900,2007,3247,128.0874654,33.3451904,-84.1886156,13151070508,West Henry
1413,080G01037000,"2444 MCINTOSH DR Henry County, GA",5/29/20,2020,5,2020-5,280000,2007,3247,86.23344626,33.3451904,-84.1886156,13151070508,West Henry
1418,080C02020000,"1704 HINGHAM CIR Henry County, GA",11/6/20,2020,11,2020-11,338000,2006,3283,102.9546147,33.3452737,-84.1852583,13151070508,West Henry
1419,080C02039000,"1481 GRANBY LN Henry County, GA",11/9/21,2021,11,2021-11,381100,2005,3363,113.3214392,33.3453036,-84.1816949,13151070508,West Henry
1420,080C02016000,"1705 HINGHAM CIR Henry County, GA",11/10/21,2021,11,2021-11,422100,2006,3368,125.3266033,33.3453084,-84.1859998,13151070508,West Henry
1421,080C02016000,"1705 HINGHAM CIR Henry County, GA",8/29/19,2019,8,2019-8,337000,2006,3368,100.0593824,33.3453084,-84.1859998,13151070508,West Henry
1428,080C02038000,"1477 GRANBY LN Henry County, GA",12/30/21,2021,12,2021-12,427000,2006,3458,123.4817814,33.3454707,-84.1815301,13151070508,West Henry
1429,080G01082000,"2013 TOWALIGA CT Henry County, GA",4/27/20,2020,4,2020-4,258000,2006,2820,91.4893617,33.3454934,-84.184352,13151070508,West Henry
1433,080G01081000,"2012 TOWALIGA CT Henry County, GA",10/23/20,2020,10,2020-10,265000,2006,3228,82.09417596,33.3455278,-84.1846198,13151070508,West Henry
1434,080I01176000,"6117 GOLF VIEW XING Henry County, GA",5/31/22,2022,5,2022-5,485000,2011,4302,112.7382613,33.3455377,-84.2016721,13151070508,West Henry
1437,080C02031000,"1480 GRANBY LN Henry County, GA",2/4/19,2019,2,2019-2,280000,2006,3251,86.12734543,33.3455433,-84.1821481,13151070508,West Henry
1440,080C02017000,"1709 HINGHAM CIR Henry County, GA",5/17/22,2022,5,2022-5,475000,2006,3520,134.9431818,33.3455875,-84.1858968,13151070508,West Henry
1444,080G01043000,"2431 MCINTOSH DR Henry County, GA",5/3/19,2019,5,2019-5,223000,2007,3150,70.79365079,33.3456382,-84.1879153,13151070508,West Henry
1446,080G01088000,"2108 BRADBURY CT Henry County, GA",7/22/20,2020,7,2020-7,247000,2006,3133,78.83817427,33.3456486,-84.1834663,13151070508,West Henry
1448,080G01080000,"2008 TOWALIGA CT Henry County, GA",6/18/21,2021,6,2021-6,335000,2006,3028,110.6340819,33.3456685,-84.1848258,13151070508,West Henry
1449,080G01083000,"2009 TOWALIGA CT Henry County, GA",9/14/22,2022,9,2022-9,375000,2006,2996,125.1668892,33.3456814,-84.1841667,13151070508,West Henry
1452,080C02037000,"1469 GRANBY LN Henry County, GA",12/3/18,2018,12,2018-12,290000,2005,3407,85.11887291,33.3458712,-84.1812211,13151070508,West Henry
1454,080G01087000,"2104 BRADBURY CT Henry County, GA",6/2/22,2022,6,2022-6,345000,2006,2352,146.6836735,33.3458918,-84.1835281,13151070508,West Henry
1456,080G01084000,"2005 TOWALIGA CT Henry County, GA",9/24/19,2019,9,2019-9,211000,2006,2344,90.01706485,33.3459188,-84.1841049,13151070508,West Henry
1458,080G01079000,"2004 TOWALIGA CT Henry County, GA",3/27/20,2020,3,2020-3,242000,2006,3043,79.52678278,33.3459326,-84.184867,13151070508,West Henry
1459,080G01079000,"2004 TOWALIGA CT Henry County, GA",11/22/19,2019,11,2019-11,230900,2006,3043,75.87906671,33.3459326,-84.184867,13151070508,West Henry
1460,080G01072000,"1909 AVONDALE CT Henry County, GA",4/3/18,2018,4,2018-4,279900,2011,4068,68.80530973,33.3459393,-84.1864118,13151070508,West Henry
1463,080I01144000,"8077 LOUIS DR Henry County, GA",1/27/21,2021,1,2021-1,363500,2020,3184,114.1645729,33.345973,-84.203821,13151070508,West Henry
1466,080G01050000,"1908 AVONDALE CT Henry County, GA",9/28/18,2018,9,2018-9,260000,2009,4061,64.0236395,33.3460347,-84.1870503,13151070508,West Henry
1467,080I01174000,"6125 GOLF VIEW XING Henry County, GA",6/29/20,2020,6,2020-6,267500,2010,2698,99.14751668,33.3460469,-84.2018163,13151070508,West Henry
1470,080G01093000,"2101 BRADBURY CT Henry County, GA",11/4/20,2020,11,2020-11,240000,2006,3161,75.92534008,33.3460984,-84.1828072,13151070508,West Henry
1474,080C02036000,"1465 GRANBY LN Henry County, GA",8/16/19,2019,8,2019-8,290000,2005,3632,79.84581498,33.3461334,-84.1812211,13151070508,West Henry
1479,080G01076000,"2367 MCINTOSH DR Henry County, GA",9/29/20,2020,9,2020-9,312000,2010,3366,92.6916221,33.3462217,-84.1854437,13151070508,West Henry
1485,080G01074000,"1901 AVONDALE CT Henry County, GA",8/31/18,2018,8,2018-8,310000,2007,4281,72.41298762,33.3463723,-84.1863294,13151070508,West Henry
1486,080C02035000,"1461 GRANBY LN Henry County, GA",10/22/21,2021,10,2021-10,383000,2005,3329,115.0495644,33.3463765,-84.1812829,13151070508,West Henry
1487,080G01048000,"1900 AVONDALE CT Henry County, GA",12/7/21,2021,12,2021-12,421000,2007,4050,103.9506173,33.3464201,-84.1868855,13151070508,West Henry
1488,080-01014022,"615 TRESTLE RD Henry County, GA",9/21/20,2020,9,2020-9,305000,2001,2343,130.1749893,33.3464364,-84.1945738,13151070508,West Henry
1489,080I01172000,"6133 GOLF VIEW XING Henry County, GA",5/31/18,2018,5,2018-5,274500,2011,2702,101.5914138,33.3465123,-84.2019604,13151070508,West Henry
1490,080I01009000,"6134 GOLF VIEW XING Henry County, GA",5/20/22,2022,5,2022-5,540000,2008,3528,153.0612245,33.3465481,-84.2013221,13151070508,West Henry
1491,080G01015000,"2356 MCINTOSH DR Henry County, GA",12/16/19,2019,12,2019-12,233400,2006,3161,73.83739323,33.3465535,-84.1845992,13151070508,West Henry
1492,080G01010000,"2336 MCINTOSH DR Henry County, GA",1/10/22,2022,1,2022-1,369000,2006,3044,121.2220762,33.3465622,-84.1833839,13151070508,West Henry
1493,080G01012000,"2344 MCINTOSH DR Henry County, GA",7/25/19,2019,7,2019-7,216000,2006,2942,73.41944256,33.3465853,-84.1838783,13151070508,West Henry
1494,080-01014023,"605 TRESTLE RD Henry County, GA",5/27/22,2022,5,2022-5,455000,2001,2612,174.1960184,33.3465929,-84.19292,13151070508,West Henry
1495,080-01014023,"605 TRESTLE RD Henry County, GA",3/27/18,2018,3,2018-3,285000,2001,2612,109.1117917,33.3465929,-84.19292,13151070508,West Henry
1497,080G01029000,"2412 MCINTOSH DR Henry County, GA",4/14/20,2020,4,2020-4,260000,2006,2998,86.72448299,33.346643,-84.1879153,13151070508,West Henry
1502,080G01005000,"2316 MCINTOSH DR Henry County, GA",3/8/19,2019,3,2019-3,225000,2006,3241,69.42301759,33.3466791,-84.1821481,13151070508,West Henry
1503,080G01019000,"2370 MCINTOSH DR Henry County, GA",8/9/19,2019,8,2019-8,285500,2006,4135,69.04474002,33.3467517,-84.1855673,13151070508,West Henry
1505,080I01171000,"6137 GOLF VIEW XING Henry County, GA",6/27/18,2018,6,2018-6,350000,2014,3570,98.03921569,33.3467725,-84.2019192,13151070508,West Henry
1507,080I01010000,"6138 GOLF VIEW XING Henry County, GA",2/19/21,2021,2,2021-2,350900,2009,3088,113.6334197,33.3468102,-84.2013221,13151070508,West Henry
1508,080G01023000,"2388 MCINTOSH DR Henry County, GA",3/28/18,2018,3,2018-3,204000,2007,2951,69.12910878,33.3468169,-84.1864942,13151070508,West Henry
1509,080G01023000,"2388 MCINTOSH DR Henry County, GA",6/26/20,2020,6,2020-6,242000,2007,2951,82.00609963,33.3468169,-84.1864942,13151070508,West Henry
1512,080G01022000,"2384 MCINTOSH DR Henry County, GA",7/7/22,2022,7,2022-7,480000,2007,4290,111.8881119,33.3468281,-84.1862676,13151070508,West Henry
1513,080G01024000,"2392 MCINTOSH DR Henry County, GA",2/9/21,2021,2,2021-2,322700,2007,4085,78.99632803,33.3468284,-84.1867413,13151070508,West Henry
1517,080G01026000,"2400 MCINTOSH DR Henry County, GA",5/18/18,2018,5,2018-5,221000,2007,3116,70.92426187,33.3468515,-84.1872356,13151070508,West Henry
1522,080G01001000,"2300 MCINTOSH DR Henry County, GA",7/9/21,2021,7,2021-7,320000,2010,3140,101.910828,33.3468932,-84.1812236,13151070508,West Henry
1526,080I01170000,"6141 GOLF VIEW XING Henry County, GA",10/26/20,2020,10,2020-10,344900,2010,3516,98.09442548,33.3470119,-84.2018986,13151070508,West Henry
1544,080-01014019,"595 TRESTLE RD Henry County, GA",5/11/20,2020,5,2020-5,430000,2002,3089,139.2036258,33.3475144,-84.1902015,13151070508,West Henry
1551,080I01131000,"8048 LOUIS DR Henry County, GA",2/12/21,2021,2,2021-2,373400,2020,3618,103.2061913,33.3477255,-84.2045549,13151070508,West Henry
1553,080-01014018,"565 TRESTLE RD Henry County, GA",4/26/19,2019,4,2019-4,265000,2001,2623,101.0293557,33.3477442,-84.1932496,13151070508,West Henry
1554,080-01009000,"542 TRESTLE RD Henry County, GA",11/1/18,2018,11,2018-11,174900,1973,1296,134.9537037,33.347749,-84.196637,13151070508,West Henry
1563,080I01016000,"7513 WATSON CIR Henry County, GA",9/11/20,2020,9,2020-9,314900,2008,2864,109.9511173,33.3479286,-84.2004778,13151070508,West Henry
1565,080I01166000,"7715 WATSON CIR Henry County, GA",2/23/21,2021,2,2021-2,377000,2012,3719,101.3713364,33.3479713,-84.2023311,13151070508,West Henry
1566,080I01130000,"8044 LOUIS DR Henry County, GA",1/25/21,2021,1,2021-1,377200,2020,3774,99.94700583,33.3479876,-84.2045549,13151070508,West Henry
1567,080I01017000,"7517 WATSON CIR Henry County, GA",3/21/22,2022,3,2022-3,412000,2008,2770,148.7364621,33.3480064,-84.2002719,13151070508,West Henry
1571,080I01019000,"7525 WATSON CIR Henry County, GA",9/10/21,2021,9,2021-9,440000,2014,3700,118.9189189,33.3480707,-84.1997777,13151070508,West Henry
1585,080I01129000,"8040 LOUIS DR Henry County, GA",3/16/21,2021,3,2021-3,356300,2020,2948,120.8616011,33.3482498,-84.2045549,13151070508,West Henry
1586,080I01070000,"7664 WATSON CIR Henry County, GA",2/18/20,2020,2,2020-2,272800,2019,3269,83.45059651,33.3482504,-84.2009723,13151070508,West Henry
1589,080I01058000,"7508 WATSON CIR Henry County, GA",6/29/18,2018,6,2018-6,225000,2010,3164,71.1125158,33.3482803,-84.2009926,13151070508,West Henry
1591,080I01057000,"7512 WATSON CIR Henry County, GA",7/2/18,2018,7,2018-7,256000,2008,3030,84.48844884,33.3482916,-84.2007661,13151070508,West Henry
1592,080I01061000,"7712 WATSON CIR Henry County, GA",6/15/18,2018,6,2018-6,270000,2007,2903,93.0072339,33.3483187,-84.2018163,13151070508,West Henry
1597,080I01164000,"7707 WATSON CIR Henry County, GA",4/30/19,2019,4,2019-4,340000,2010,3904,87.09016393,33.3484445,-84.2026399,13151070508,West Henry
1598,080I01055000,"7520 WATSON CIR Henry County, GA",12/21/18,2018,12,2018-12,207000,2010,2176,95.12867647,33.3484471,-84.2003543,13151070508,West Henry
1600,080I01054000,"7524 WATSON CIR Henry County, GA",9/6/19,2019,9,2019-9,220000,2010,3138,70.10834927,33.3484831,-84.2001895,13151070508,West Henry
1605,080I01022000,"7537 WATSON CIR Henry County, GA",2/13/20,2020,2,2020-2,305000,2012,2974,102.5554808,33.3485529,-84.1993452,13151070508,West Henry
1623,080I01163000,"7703 WATSON CIR Henry County, GA",3/28/19,2019,3,2019-3,332500,2009,4853,68.51432104,33.3486876,-84.2027017,13151070508,West Henry
1624,080I01163000,"7703 WATSON CIR Henry County, GA",4/18/22,2022,4,2022-4,487000,2009,4853,100.3502988,33.3486876,-84.2027017,13151070508,West Henry
1627,080I01023000,"7541 WATSON CIR Henry County, GA",8/26/21,2021,8,2021-8,425000,2012,3404,124.853114,33.3487447,-84.1992423,13151070508,West Henry
1632,080-01020010,"3204 HIGHWAY 155 S Henry County, GA",5/28/21,2021,5,2021-5,275000,1957,2296,119.7735192,33.3488702,-84.1817403,13151070508,West Henry
1634,080-01007000,"480 TRESTLE RD Henry County, GA",2/28/18,2018,2,2018-2,186500,1986,1588,117.4433249,33.3489053,-84.1975331,13151070508,West Henry
1635,080I01090000,"8045 COLESON XING Henry County, GA",2/19/21,2021,2,2021-2,309800,2020,2562,120.9211553,33.348909,-84.2008896,13151070508,West Henry
1636,080I01162000,"7699 WATSON CIR Henry County, GA",12/7/20,2020,12,2020-12,395000,2010,4437,89.02411539,33.3489099,-84.2027841,13151070508,West Henry
1637,080I01162000,"7699 WATSON CIR Henry County, GA",8/13/19,2019,8,2019-8,335000,2010,4437,75.50146495,33.3489099,-84.2027841,13151070508,West Henry
1638,080I01024000,"7545 WATSON CIR Henry County, GA",11/15/19,2019,11,2019-11,310000,2013,3572,86.78611422,33.3489195,-84.1992423,13151070508,West Henry
1639,080I01156000,"8029 LOUIS DR Henry County, GA",1/19/21,2021,1,2021-1,332000,2020,3678,90.26644916,33.3489219,-84.2039784,13151070508,West Henry
1645,080I01063000,"7700 WATSON CIR Henry County, GA",6/14/22,2022,6,2022-6,470000,2020,3522,133.4469052,33.3490369,-84.2022281,13151070508,West Henry
1661,080I01026000,"7553 WATSON CIR Henry County, GA",9/28/22,2022,9,2022-9,385000,2012,3044,126.478318,33.3492709,-84.1992835,13151070508,West Henry
1667,080I01049000,"7554 WATSON CIR Henry County, GA",2/4/19,2019,2,2019-2,256500,2011,3900,65.76923077,33.3493396,-84.1998189,13151070508,West Henry
1679,080I01124000,"8020 LOUIS DR Henry County, GA",5/18/20,2020,5,2020-5,352400,2019,3270,107.7675841,33.3495945,-84.204349,13151070508,West Henry
1688,080I01028000,"7561 WATSON CIR Henry County, GA",6/30/22,2022,6,2022-6,410000,2012,3068,133.6375489,33.3496641,-84.1992835,13151070508,West Henry
1689,080I01047000,"7562 WATSON CIR Henry County, GA",10/8/21,2021,10,2021-10,385000,2011,3024,127.3148148,33.3496891,-84.1998189,13151070508,West Henry
1691,080I01066000,"7688 WATSON CIR Henry County, GA",4/2/20,2020,4,2020-4,327400,2019,4552,71.92442882,33.3497246,-84.2024546,13151070508,West Henry
1696,080I01157000,"8009 LOUIS DR Henry County, GA",1/28/21,2021,1,2021-1,366400,2020,3648,100.4385965,33.349824,-84.2036489,13151070508,West Henry
1697,080I01029000,"7565 WATSON CIR Henry County, GA",3/21/19,2019,3,2019-3,265000,2012,3936,67.32723577,33.3498369,-84.1992423,13151070508,West Henry
1699,080I01123000,"8016 LOUIS DR Henry County, GA",6/17/22,2022,6,2022-6,485000,2019,3618,134.0519624,33.3498528,-84.2042666,13151070508,West Henry
1700,080I01123000,"8016 LOUIS DR Henry County, GA",3/10/20,2020,3,2020-3,347700,2019,3618,96.10281924,33.3498528,-84.2042666,13151070508,West Henry
1703,080I01158000,"8001 LOUIS DR Henry County, GA",2/24/21,2021,2,2021-2,352300,2020,2928,120.3210383,33.3498979,-84.2033606,13151070508,West Henry
1705,080I01067000,"7684 WATSON CIR Henry County, GA",2/7/20,2020,2,2020-2,307200,2019,3552,86.48648649,33.35,-84.20237,13151070508,West Henry
1706,080I01122000,"8012 LOUIS DR Henry County, GA",1/12/21,2021,1,2021-1,348600,2019,2948,118.2496608,33.3500655,-84.2041431,13151070508,West Henry
1721,080I01068000,"7680 WATSON CIR Henry County, GA",5/29/20,2020,5,2020-5,304800,2019,3269,93.23952279,33.3501958,-84.2027223,13151070508,West Henry
1723,080I01031000,"7573 WATSON CIR Henry County, GA",5/2/19,2019,5,2019-5,254900,2013,3453,73.81986678,33.3502092,-84.1992629,13151070508,West Henry
1728,080I01121000,"8008 LOUIS DR Henry County, GA",1/11/21,2021,1,2021-1,338900,2019,2634,128.6636295,33.3502724,-84.203896,13151070508,West Henry
1732,080I01098000,"8013 COLESON XING Henry County, GA",5/20/20,2020,5,2020-5,298400,2019,2852,104.628331,33.3503334,-84.200519,13151070508,West Henry
1737,080I01069000,"7672 WATSON CIR Henry County, GA",2/20/20,2020,2,2020-2,258700,2019,2872,90.07660167,33.3503838,-84.202537,13151070508,West Henry
1739,080I01120000,"8004 LOUIS DR Henry County, GA",3/9/20,2020,3,2020-3,346500,2019,3718,93.19526627,33.35039,-84.2036077,13151070508,West Henry
1740,080I01119000,"8000 LOUIS DR Henry County, GA",4/27/20,2020,4,2020-4,319500,2019,3678,86.86786297,33.3503974,-84.2032989,13151070508,West Henry
1744,080-01018001,"370 TRESTLE RD Henry County, GA",5/25/18,2018,5,2018-5,239900,2000,2621,91.5299504,33.3504401,-84.1911077,13151070508,West Henry
1747,080I01099000,"8009 COLESON XING Henry County, GA",5/29/20,2020,5,2020-5,293000,2019,2484,117.9549114,33.3505081,-84.200519,13151070508,West Henry
1748,080I01099000,"8009 COLESON XING Henry County, GA",1/7/21,2021,1,2021-1,336000,2019,2484,135.2657005,33.3505081,-84.200519,13151070508,West Henry
1749,080I01099000,"8009 COLESON XING Henry County, GA",2/8/22,2022,2,2022-2,397200,2019,2484,159.9033816,33.3505081,-84.200519,13151070508,West Henry
1753,080I01033000,"7581 WATSON CIR Henry County, GA",11/5/21,2021,11,2021-11,385000,2014,2974,129.4552791,33.3505587,-84.1992629,13151070508,West Henry
1755,080I01042000,"7582 WATSON CIR Henry County, GA",6/6/19,2019,6,2019-6,292000,2013,3486,83.76362593,33.3505856,-84.1998394,13151070508,West Henry
1761,080I01074000,"7648 WATSON CIR Henry County, GA",2/28/20,2020,2,2020-2,256600,2019,2556,100.3912363,33.3506853,-84.2015074,13151070508,West Henry
1767,080I01041000,"7586 WATSON CIR Henry County, GA",10/22/19,2019,10,2019-10,259000,2014,3323,77.94161902,33.3507604,-84.1998394,13151070508,West Henry
1771,080I01117000,"7671 WATSON CIR Henry County, GA",1/10/20,2020,1,2020-1,251100,2019,2628,95.54794521,33.3507962,-84.2029488,13151070508,West Henry
1772,080I01101000,"8001 COLESON XING Henry County, GA",1/24/20,2020,1,2020-1,257600,2019,2872,89.69359331,33.3508614,-84.2006014,13151070508,West Henry
1777,080I01114000,"7659 WATSON CIR Henry County, GA",8/6/20,2020,8,2020-8,268400,2019,2948,91.04477612,33.3509839,-84.2022899,13151070508,West Henry
1779,080I01113000,"7655 WATSON CIR Henry County, GA",3/26/20,2020,3,2020-3,257600,2019,2628,98.02130898,33.351018,-84.202084,13151070508,West Henry
1780,080I01113000,"7655 WATSON CIR Henry County, GA",6/14/21,2021,6,2021-6,330000,2019,2628,125.5707763,33.351018,-84.202084,13151070508,West Henry
1781,080I01112000,"7651 WATSON CIR Henry County, GA",2/7/20,2020,2,2020-2,275000,2019,3270,84.09785933,33.351052,-84.2018781,13151070508,West Henry
1782,080I01111000,"7647 WATSON CIR Henry County, GA",6/18/20,2020,6,2020-6,267700,2019,2872,93.21030641,33.351107,-84.2016515,13151070508,West Henry
1785,080I01110000,"7643 WATSON CIR Henry County, GA",7/7/22,2022,7,2022-7,417000,2019,2556,163.1455399,33.3511202,-84.2014662,13151070508,West Henry
1786,080I01110000,"7643 WATSON CIR Henry County, GA",2/28/20,2020,2,2020-2,257500,2019,2556,100.743349,33.3511202,-84.2014662,13151070508,West Henry
1790,080I01108000,"7635 WATSON CIR Henry County, GA",4/23/20,2020,4,2020-4,257600,2019,2556,100.7824726,33.3512321,-84.2010544,13151070508,West Henry
1793,080I01106000,"7627 WATSON CIR Henry County, GA",7/31/20,2020,7,2020-7,266000,2019,2872,92.6183844,33.3513439,-84.2006425,13151070508,West Henry
1794,080I01103000,"7615 WATSON CIR Henry County, GA",8/3/21,2021,8,2021-8,414200,2014,3698,112.00649,33.3513797,-84.2000042,13151070508,West Henry
1795,080I01103000,"7615 WATSON CIR Henry County, GA",1/28/22,2022,1,2022-1,442100,2014,3698,119.5511087,33.3513797,-84.2000042,13151070508,West Henry
1796,080I01103000,"7615 WATSON CIR Henry County, GA",9/27/18,2018,9,2018-9,276000,2014,3698,74.6349378,33.3513797,-84.2000042,13151070508,West Henry
1800,080I01104000,"7619 WATSON CIR Henry County, GA",7/31/20,2020,7,2020-7,284500,2019,3269,87.02967268,33.3514121,-84.2002307,13151070508,West Henry
1802,080I01038000,"7601 WATSON CIR Henry County, GA",2/15/22,2022,2,2022-2,425000,2015,3331,127.5893125,33.3514533,-84.1992423,13151070508,West Henry
1814,080I01039000,"7605 WATSON CIR Henry County, GA",6/22/18,2018,6,2018-6,299000,2015,4104,72.85575049,33.3516699,-84.1992011,13151070508,West Henry
1827,080-01002001,"280 NUTT DR Henry County, GA",11/30/20,2020,11,2020-11,199900,1993,1395,143.297491,33.3522024,-84.1937644,13151070508,West Henry
1834,041-01014002,"1845 ROCKY CREEK RD Henry County, GA",8/26/21,2021,8,2021-8,539900,2017,2902,186.0441075,33.352575,-84.2473813,13151070508,West Henry
1847,079-01004006,"480 LUELLA RD Henry County, GA",12/18/20,2020,12,2020-12,409900,1990,3538,115.8564161,33.3529205,-84.1820245,13151070508,West Henry
1848,079-01017024,"279 NUTT DR Henry County, GA",4/17/20,2020,4,2020-4,270000,2019,2287,118.058592,33.3529316,-84.1934761,13151070508,West Henry
1849,079-01017023,"275 NUTT DR Henry County, GA",2/14/20,2020,2,2020-2,264200,2019,2287,115.5225186,33.3529338,-84.193991,13151070508,West Henry
1850,079-01017022,"271 NUTT DR Henry County, GA",4/9/20,2020,4,2020-4,270000,2019,2287,118.058592,33.3529646,-84.19465,13151070508,West Henry
1901,079-01004000,"481 LUELLA RD Henry County, GA",10/30/20,2020,10,2020-10,415000,1900,1896,218.8818565,33.3546165,-84.1818597,13151070508,West Henry
1943,041-01012032,"1821 ROCKY CREEK RD Henry County, GA",7/30/18,2018,7,2018-7,125000,2000,1625,76.92307692,33.355997,-84.246257,13151070508,West Henry
1974,041-01012003,"1815 ROCKY CREEK RD Henry County, GA",11/6/21,2021,11,2021-11,400000,1995,1902,210.3049422,33.3565762,-84.2460307,13151070508,West Henry
2003,041A01010000,"211 STEELE BRANCH CT Henry County, GA",12/6/21,2021,12,2021-12,230000,1997,1210,190.0826446,33.3570784,-84.2384787,13151070508,West Henry
2007,041A01013000,"241 STEELE BRANCH CT Henry County, GA",7/2/18,2018,7,2018-7,139900,1997,1228,113.9250814,33.3571585,-84.2402073,13151070508,West Henry
2008,041A01013000,"241 STEELE BRANCH CT Henry County, GA",11/14/22,2022,11,2022-11,240000,1997,1228,195.4397394,33.3571585,-84.2402073,13151070508,West Henry
2009,041A01013000,"241 STEELE BRANCH CT Henry County, GA",3/23/21,2021,3,2021-3,151100,1997,1228,123.0456026,33.3571585,-84.2402073,13151070508,West Henry
2039,041A01021000,"290 STEELE BRANCH CT Henry County, GA",11/30/22,2022,11,2022-11,217500,1998,1210,179.7520661,33.3577574,-84.2437055,13151070508,West Henry
2040,041A01025000,"250 STEELE BRANCH CT Henry County, GA",11/26/19,2019,11,2019-11,155000,1998,1744,88.87614679,33.3577684,-84.2411127,13151070508,West Henry
2045,041A01004000,"240 STEELE BRANCH CT Henry County, GA",2/26/20,2020,2,2020-2,158000,1997,1274,124.0188383,33.3579012,-84.2402073,13151070508,West Henry
2058,041A01023000,"270 STEELE BRANCH CT Henry County, GA",4/22/19,2019,4,2019-4,141900,1998,1228,115.5537459,33.3581086,-84.2428001,13151070508,West Henry
2063,041A01022000,"280 STEELE BRANCH CT Henry County, GA",11/4/19,2019,11,2019-11,158500,1998,1274,124.411303,33.3581828,-84.2434586,13151070508,West Henry
2074,041-01012008,"1777 ROCKY CREEK RD Henry County, GA",9/14/18,2018,9,2018-9,210000,1994,1888,111.2288136,33.3583615,-84.2449607,13151070508,West Henry
2085,041-01008000,"1318 SOUTH HAMPTON RD Henry County, GA",12/30/22,2022,12,2022-12,206300,1960,1630,126.5644172,33.3585769,-84.2378202,13151070508,West Henry
